어휘,품사,뜻풀이
영산회상도,명사,부산광역시 서구 부용동 동아 대학교 박물관에 소장된 조선 시대의 불교 회화. 석가여래가 중앙에 가부좌하고 그 좌우에 열 구의 보살l 십대 제자l 사천왕이 배치되어 있다. 신체 부분은 황토를 칠하고 윤곽은 먹선으로 잡은 것이 특징이다. 우리나라 보물이다.
영산회상불보살,품사 없음,지금의 상영산에 해당하는 현악 영산회상곡의 원곡.
영산회음,명사,석가모니가 설법하던 영산회의 불보살을 노래한 악곡. ‘영산회상 불보살’의 가사를 붙여 부른 간단한 악곡에서 시작하여 상영산ㆍ중영산ㆍ세영산l 가락덜이l 삼현 도드리l 하현 도드리l 염불도드리l 타령l 군악의 순서로 나누어지고 줄풍류나 대풍류로 연주하는 향악에 딸린 기악곡으로 다듬어졌다. ≪악장가사≫에 전한다.
영삼,명사,영남 지방에서 나는 인삼.
영삼사사,명사,고려 시대에l 삼사(三司)에 속한 벼슬. 우왕 때 둔 것으로 판삼사사의 위이다.
영삼치,명사,‘평삼치’의 북한어.
영상,명사,빛의 굴절이나 반사 등에 의하여 이루어진 물체의 상(像).
영상감시장치,품사 없음,특정 수신자를 대상으로 화상을 전송하는 텔레비전 방식. 송신 화상에서 수신 화상까지는 유선 또는 무선으로 연결하며l 대상 이외의 일반 대중이 임의로 수신할 수 없도록 되어 있다. 교통l 공장l 그 밖의 여러 가지 산업 분야에 쓴다.
영상감지기,품사 없음,촬상 또는 영상 처리가 가능한 감지 소자. 시시디나 비비디 따위의 전하 전송 장치가 있다.
영상강화,품사 없음,인간의 시각적 인식을 개선하기 위하여 입력 영상을 강화시켜 주는 일.
영상강화기,품사 없음,밤과 같이 빛이 극도로 적은 환경에서 사람의 눈으로 감지할 수 없을 정도의 약한 빛을 강화시키거나l 사람의 눈으로 감지되지 않는 영역의 빛을 가시광선으로 변환하여 사람의 시각을 보조하는 장치. 야간 투시경이 대표적인 예이다.
영상강화법,품사 없음,촬영한 영상의 농도 또는 명암 대비를 증가시켜 노출 부족인 음화의 질을 높이거나 특정 화면의 세부 묘사를 강화하는 화학적 처리 과정.
영상개선,품사 없음,특정 목적상 필요한 정보를 얻기 위하여 원래의 영상을 개선하는 일련의 작업. 공간 또는 주파수 영역에서 이루어진다.
영상거리,품사 없음,렌즈 또는 거울의 중심과 상 사이의 거리.
영상검파기,품사 없음,텔레비전 수상기의 영상 중간 주파수 증폭기의 출력에서 영상 신호를 꺼내는 부분의 회로.
영상게임,품사 없음,컴퓨터나 비디오 게임용 기기와 게임용 소프트웨어를 이용하여 텔레비전이나 모니터의 화면에서 벌이는 게임.
영상계층,품사 없음,그래픽 패키지에서 효율적인 화상을 표시하기 위하여 디피유의 서브루틴을 호출하여 사용하는 방법.
영상관,명사,밝기가 매우 약한 빛l 또는 사람의 눈으로는 보이지 아니하는 적외선ㆍ자외선ㆍ엑스선 따위의 상(像)을 눈으로 볼 수 있는 전자상으로 바꾸어 비추는 전자관. 영상의 휘도를 증배시키고l 볼 수 없는 상을 포착하는 기능을 갖고 있다.
영상광고,품사 없음,텔레비전이나 인터넷 따위의 영상 매체를 이용하는 광고.
영상교환방식,품사 없음,영상 통신용의 교환 방식. 임의의 영상 통신 단말 간 또는 각종 정보 센터와 단말 간을 선택하여 접속한다. 영상 교환 방식의 기본은 텔레비전 전화의 서비스와 같은 방식이다.
영상권,명사,영상의 날씨를 나타내는 기온의 범위.
영상그래픽디자이너,품사 없음,영상에서 필요한 글l 그림l 도표l 동영상 따위의 자료를 고안하여 송출하는 일을 하는 사람.
영상그림정합기,품사 없음,영상 화면을 640×480픽셀 해상도로 구현해 주는 장치.
영상기기,품사 없음,그림l 영화 따위의 영상물을 상영하거나 기록하는 전자 기기.
영상 기록,품사 없음,어떤 사실이나 사건을 촬영하여 모니터를 통해서 보여 주고 기록하는 일. 또는 그런 기록.
영상기록교류체계,품사 없음,컴퓨터망을 통해 영상 자료를 교환하는 체계. 영상 자료뿐 아니라 기록까지 교류할 수 있어 현재 환자 진료에 많이 사용하며 특히l 영상 의학과에서 많이 활용하고 있다.
영상기록장치,품사 없음,일정 시간 동안만 선택된 이미지를 저장하고 유지할 수 있는 광전자 소자를 가진 장치.
영상기록판,품사 없음,얇고 평평한 다중의 셀에 영상을 기록하고 저장하는 장치.
영상기록화,품사 없음,무형 문화재 보유자의 기능과 예능을 기록하여 영상으로 남기는 일.
영상기사,품사 없음,영사 장비의 조작을 전문으로 맡아 하는 사람.
영상기술,품사 없음,기기 따위를 활용하여 영상을 구현하는 기술.
영상기억장치,품사 없음,래스터식 디스플레이로 실제 표시되는 도형 데이터를 재현하기 위하여 숫자 데이터 모양으로 기억해 두는 기억 장치.
영상녹화물의증거능력,품사 없음,영상으로 녹화한 것을 형사 소송법상 증거가 엄격한 증명의 자료로 이용할 수 있는 법률상의 자격.
영상녹화제도,품사 없음,수사 기관이 피의자나 참고인을 조사할 때 주요 내용을 모두 영상으로 녹화하는 제도.
영상단국장치,품사 없음,베이스밴드 또는 다중화된 화상 신호를 송출하거나 수신하기 위하여 반송 단국 장치에 설치되는 변환 장치나 단국 중계 장치 따위를 통틀어 이르는 말. 비디오 쌍케이블 방식l 동축 잔류 측파대 방식 따위에서 사용된다.
영상단말기,품사 없음,컴퓨터에서 키보드l 라이트 펜l 커서 조절기l 기능 조작 버튼 따위의 장치로 데이터를 입력하고l 액정 따위의 표시 화면으로 결과를 출력하는 장치.
영상단말유형,품사 없음,음극선관 단말 기술의 유형. 플라스마 패널 표시 장치l 자기 광학 표시 장치l 주사 전사 발광 다이오드 표시 장치 따위와 같은 여러 기술이 있다.
영상대역폭,품사 없음,컴퓨터 모니터 또는 텔레비전 수상기 화면에 영상을 표현하기 위하여 사용되는 신호의 주파수에 대한 대역폭. 신호의 주파수 대역폭이 넓을수록 화질이 선명해지는 경향이 있는데 일반적으로 컬러 모니터에서는 약 20~30MHz의 대역폭을 사용한다.
영상데이터,품사 없음,영상을 표현하는 데이터로 컴퓨터에 저장되는 형태.
영상데이터대화기,품사 없음,통신선을 위한 단말 시설을 제공하는 키보드와 그것과 분리된 연관 화면으로 구성된 단말 장치.
영상데이터처리,품사 없음,컴퓨터의 입력과 출력 장치를 통하는 방식의 그래픽 데이터 처리.
영상데이터터미널,품사 없음,타자기로 인쇄하는 것을 대체하여 문자나 숫자l 기호 따위를 나타내는 화면 표시 장치.
영상데이텀,품사 없음,영상과 좌표 체계의 관계를 정의하는 공학 데이텀.
영상도,명사,주어진 비행 구역을 식별하기 위하여 일정한 지역의 전파 탐지 영상을 찍은 조립 사진.
영상도식,품사 없음,인지 언어학의 기본 개념으로l 언어와 문화에 의존하지 않고 인간의 신체 구조에 기반하여 구조화된 다양한 경험. 시각적ㆍ청각적ㆍ동작적 경험을 통한 스키마를 포함하며l 개념 체계의 근본이 신체 활동과 사회적 경험에서 비롯된다는 경험주의적 입장에 서 있다.
영상도식변형,품사 없음,하나의 영상 도식에서 다른 영상 도식으로 변형하는 것. 영상 도식이 신체적 경험을 통해 발생하기 때문에 가능하다. 예를 들어 ‘나는 강 건너에 간다.’라는 문장에는 횡단의 의미가 있지만l ‘나는 강 건너에 산다.’라는 문장에서는 ‘강 건너’가 끝점인 행선지로 변형된다.
영상디스크,품사 없음,광학적 수단에 의해 영상과 음성 따위의 정보를 디지털 형태로 기록하고 이것을 재생하여 감상할 수 있는 레코드 형태의 원판.
영상디스크마이크로프로세서,품사 없음,영상 디스크 플레이어를 컴퓨터들이나 다른 데이터를 처리하는 프로세서들과 간편하게 연결해 주는 마이크로프로세서.
영상디스크매개변수,품사 없음,영상을 재생하는 데 필요한 정보. 재생 시간l 신호와 잡음의 비율l 트랙의 폭l 가장 높은 공간 주파수 따위가 있다.
영상디스크컴퓨터시스템,품사 없음,영상과 소리 정보를 동시에 기록했다가 텔레비전 세트로 출력이나 재생을 할 수 있는 장치가 포함되어 있는 컴퓨터 시스템.
영상디자인과,품사 없음,대학에서l 광고ㆍ홍보ㆍ마케팅 따위와 관련된 영상의 디자인에 관한 이론과 실제를 연구하는 학과.
영상디지타이저,품사 없음,특수한 촬상관을 사용한 영상 입력 장치.
영상라이브방송,품사 없음,휴대 전화로 찍은 개인 동영상을 바로 유시시(UCC) 사이트로 올리거나 실시간으로 하는 방송.
영상램,품사 없음,주기억 장치의 논리적 주소 영역 중 출력 화면 정보를 저장하는 영역.
영상레벨벤치마크,품사 없음,그래픽 시스템의 성능을 측정하기 위한 업계 표준 벤치마크.
영상레이더,품사 없음,비행기 속에 장치된 지형의 모습을 비치는 레이다.
영상레터링,품사 없음,휴대 전화 사용 시 발신자가 음성 통화 연결 전까지 설정해 놓은 영상이나 이미지를 수신자의 휴대 전화 대기 화면에 재생되게 하는 서비스.
영상리,명사,전라북도 김제시 백구면에 있는 이. 백구면의 남동부에 위치해 있으며l 대부분 평지이다. 북동쪽 경계를 따라 마산천이 흐르며l 중부에 허천 저수지가 있다. 26번 국도가 마을을 동서로 지난다.
영상리액턴스,품사 없음,전기자 리액턴스 전압의 기본파 성분을 정격 주파수하에서 정격 속도로 회전하는 기계의 영상 전류 기본파 성분으로 나눈 값.
영상매개변수,품사 없음,여파기의 설계나 기술에 사용되는 기본 회로망 함수. 예를 들어 영상 임피던스와 영상 전달 함수 따위가 있다.
영상매개변수필터,품사 없음,영상 감쇠율이 하나 또는 그 이상의 특정한 주파수 대역에서 0이고 다른 주파수 대역에서는 0보다 큰 필터로 사용되는 무효 이단자쌍망.
영상매체,품사 없음,영사막이나 브라운관l 모니터 따위를 통하여 정보와 사상을 전달하는 매체.
영상매핑,품사 없음,삼차원 컴퓨터 그래픽스 시스템에서 모델의 표면에 주위 정보를 표현하는 일.
영상메모리,품사 없음,비디오 출력 장치에 정보를 표현하기 위하여 이미지를 생성하는 비디오 하드웨어 장치의 기억 장치. 일반적으로 비디오 프로세서와 중앙 처리 장치가 모두 비디오 메모리를 접근할 수 있는데 비디오 프로세서와 중앙 처리 장치가 동시에 비디오 메모리를 접근하려는 순간에는 비디오 프로세서가 우선권을 갖는다.
영상메시지,품사 없음,캠코더나 디지털카메라l 핸드폰 따위로 자신이나 상대방의 모습을 촬영하여 주고받는 전언.
영상모니터,품사 없음,컴퓨터에서 생성되는 정보를 문자와 그림 형태로 사용자에게 보여 주기 위하여 사용되는 출력 장치. 대부분의 컴퓨터에서는 시아르티(CRT)를 사용하고 있지만 노트북과 같은 휴대용 컴퓨터에서는 엘시디(LCD)를 이용하기도 한다.
영상문법,품사 없음,화상 데이터를 컴퓨터에 표현하기 위하여 개발된 문법.
영상문의장치,품사 없음,사람이나 자동 단말 장치 따위로부터의 요구 사항을 입력 받고 이를 중앙 처리 장치를 통하여 즉각적으로 처리해서 화면에 결과를 나타내 주는 입출력 장치.
영상문화,품사 없음,정보ㆍ의미ㆍ즐거움이 내재된 영상물의 문화적 총체. 회화ㆍ조각ㆍ공연과 같은 전통적인 예술 매체부터 사진ㆍ광고ㆍ패션ㆍ인터넷 등 비주얼 이미지와 관계된 모든 내용을 포함한다.
영상물,명사,영화나 비디오l 텔레비전 따위의 영상 매체로 전달되는 작품을 통틀어 이르는 말.
영상물등급위원회,품사 없음,공연물과 광고 선전물의 공공성과 윤리성을 확보하고 청소년을 보호하기 위하여 대한민국 예술원 회장이 추천하고 문화 체육 관광부 장관이 위촉한 위원으로 구성한 기구. 공연 활동과 영상물의 윤리적인 사항을 심의하여 연령별로 등급을 분류하는 등의 일을 한다.
