어휘,품사,뜻풀이
회전날개,품사 없음,중심축을 중심으로 회전하여 양력이 생기는 날개. 헬리콥터의 날개 따위를 이른다.
회전날개항공기,품사 없음,회전 날개가 있는 항공기. 오토자이로l 헬리콥터 및 전환식 항공기 따위가 있다.
회전낭대,품사 없음,어깨의 관절낭 주위에 있는l 근육과 힘줄을 구성하는 구조. 가시 위근l 가시밑근l 작은원근l 어깨밑근의 힘줄이 붙어서 만들어지며l 어깨와 위팔을 지지하여 팔이 자유롭게 움직이도록 하고 어깨를 강하게 하여 준다.
회전노즐,품사 없음,회전하면서 물을 분사하는 노즐. 접시뿐만 아니라 오목한 그릇의 안쪽 면까지도 노즐이 회전하면서 분사하여 세척해 주기 때문에 그릇 따위를 더 깨끗이 씻을 수 있다.
회전능,명사,편광된 빛의 편광면을 회전시키는 물질의 능력.
회전능률,품사 없음,회전축에 관한 힘의 능률.
회전다리,명사,돌아서 경간 사이를 열게 되어 있는 다리.
회전다이얼,품사 없음,사용자가 손가락으로 돌림으로써l 통신 단말로부터 자동 교환기에 선택 신호를 송출하는 전화기의 부품.
회전단,명사,건축l 구조물 따위의 끝부분을 받치는 지점. 앞뒤와 위아래로는 이동하지 못하나 회전 운동은 자유롭다.
회전단면도,품사 없음,봉이나 트러스의 부재와 같이 가늘고 긴 물체의 단면형을 나타내기 위하여 길이 방향의 측면도 또는 평면도의 중간에서 단면의 중심축 주위로 90도 돌려서 나타내는 단면도. 이때는 물체를 나타내는 그림의 선을 접속하는 것이 원칙이지만l 경우에 따라서는 측면도 또는 평면도와 단면도를 절단하여도 된다.
회전단면선,품사 없음,단면도법에서 어떤 도형의 절단면을 90도 회전시켜 표시하는 데 쓰이는 선.
회전단조,품사 없음,금속을 압축하거나 성형하는 단조(鍛造) 가공 방법의 하나. 금속 봉재(棒材)를 모루 위에서 회전시키면서 공구로 눌러 그 일부 또는 전체의 단면을 넓힌다.
회전단조기,품사 없음,회전하면서 관이나 봉재를 여러 가지 형태로 압축하거나 늘이는 단조 기계. 기계의 주축이 돌 때 둘레에 배치된 롤러와 닿으면서 형(型)에 압력이 가해져 소재를 누르면서 변형한다.
회전단층,품사 없음,두 날개가 단층면에 수직인 축을 중심으로 서로 반대 방향으로 돌아서 어긋난 단층.
회전대,명사,돌아가는 틀이나 받침대.
회전대기시간,품사 없음,직접 액세스 기억 장치의 판독 기입 헤드가 주어진 어드레스나 키에 대응하는 트랙의 특정 레코드 위치에 도달하는 데 필요한 시간.
회전대물부,품사 없음,현미경에서 회전시킬 수 있는 대물렌즈를 끼우는 부분.
회전대식,명사,돌아가는 회전대에 가공 대상을 설치하여 가공하는 방식.
회전대식기계,명사,가공 대상을 작업 기관과 함께 연속적으로 회전하면서 가공하는 기계. 수직 회전대식과 컨베이어형 회전대식이 있다.
회전대출,품사 없음,은행이 차입자와 대출의 규모 및 기간을 약정하고l 그 범위 안에서 차입자가 필요할 때마다 단기 어음을 발행하는 방식으로 이루어지는 대출.
회전대출한도제,품사 없음,은행과 고객이 대출 한도를 약정하고l 약정 범위 내에서 고객이 언제든지 대출할 수 있는 제도.
회전대출한도제도,품사 없음,은행과 고객이 대출 한도를 약정하고l 약정 범위 내에서 고객이 언제든지 대출할 수 있는 제도.
회전대칭,품사 없음,하나의 평면 도형을 일정 각도 회전하였을 때l 처음 위치의 도형과 완전히 겹쳐지는 것. 그 도형을 회전 대칭의 도면이라고 하며 회전의 중심을 그 도형의 회전 대칭의 중심이라고 한다.
회전대칭축,품사 없음,축에 대하여 직각인 평면을 기준으로 반사와 60l 90l 120l 180도 회전을 결합시킨 대칭 요소.
회전대판,명사,굴착기의 팔이 사방으로 돌아갈 수 있도록 해 주는 틀의 금속판.
회전도,명사,투자한 자금이 모두 걷히거나 구입한 상품이 모두 팔리는 정도.
회전도면,품사 없음,애니메이션에서l 캐릭터의 180도 회전 또는 360도 회전을 나타내는 그림.
회전도장,품사 없음,코팅할 물질의 용액이나 액체 물질을 기질 위에 떨어뜨리고 고속으로 회전시켜 얇게 퍼뜨리는 코팅 방법. 전자 제품 소자를 제조할 때 많이 사용한다.
회전도포기,품사 없음,사진 제판용 판재의 겉면에 감광액을 바르는 기계.
회전되다,동사,빌려 온 물건이 돌려보내지다.
회전드럼식파쇄,품사 없음,폐기물을 습식 파쇄 하는 방법의 하나. 회전하는 드럼을 이용하여 폐기물을 파쇄한 후 단단함의 차이에 따라 선별하는 방식이다.
회전드럼프린터,품사 없음,종이가 압착될 수 있도록l 돌출 문자를 갖는 회전 드럼을 사용하는 라인 프린터.
회전등,명사,회전 장치로 빛의 밝기를 조절하는 기구. 조광기의 회전으로 점차 빛이 증가하다가 절정에 달하면 다시 빛이 점차 감소하여 어두워진다.
회전등롱,명사,회전 장치로 빛의 밝기를 조절하는 기구. 조광기의 회전으로 점차 빛이 증가하다가 절정에 달하면 다시 빛이 점차 감소하여 어두워진다.
회전디스크전극,품사 없음,일정 속도로 회전하도록 조작된 전기 화학 측정용 전극. 전극의 한 면을 전해액에 접촉시켜 회전하게 하는 금속 원반 형태의 전극으로l 전극 표면에 전기 화학 반응을 일으키는 물질이 공급되는 것을 제어하고 수학적으로 계산할 수 있다.
회전랙,품사 없음,수직이나 수평으로 회전할 수 있도록 구성된 선반. 창고에서 물품을 손쉽게 관리할 수 있다.
회전량,명사,사람이나 기계 따위가 어떤 것을 축으로 하여 도는 양. 또는 기계 따위를 돌게 한 양.
회전량보존법칙,품사 없음,외부의 힘이 작용하지 않을 때 원운동을 하는 물체의 회전 운동량은 일정하다는 법칙. 행성의 운동l 원자나 원자핵의 이론 따위에 응용된다.
회전력,명사,물체를 회전시키는 힘.
회전로,명사,크고 둥근 통을 수평이나 조금 기울게 건 다음l 한쪽에서 열을 공급하고 축으로 통을 돌려 내용물을 섞으면서 데우는 노. 시멘트의 제조와 산화 알루미늄 따위의 소성(燒成)l 가열l 증발 따위에 쓴다.
회전리시브,품사 없음,배구에서l 곧바로 다음 수비 자세로 이어질 수 있도록 몸을 돌리면서 리시브하는 동작.
회전링디스크전극,품사 없음,전기 화학을 측정할 수 있는 전극. 측정할 때 노출되는 면을 전해액에 접촉시켜 회전하게 하는 전극으로l 금속 원판 형태의 전극과 이를 둘러싸고 있는 고리 형태의 이차 전극으로 이루어져 있다.
회전링크봉,품사 없음,한쪽 또는 양쪽 끝 모두에 회전 고리가 달려 있는 장력 링크 봉.
회전마모검사,품사 없음,회전축의 마모l 굽힘 정도를 측정하는 검사. 회전축을 브이 블록(V block)에 설치하고 다이얼 지시계로 축을 돌리면서 측정한다.
회전마찰,명사,물체가 면 위를 구를 때 바닥 때문에 생기는 마찰.
회전말,명사,‘회전목마’의 북한어.
회전망식세사기,품사 없음,여과 모래와 흐르는 물을 섞어서 몇 개의 원통 안에 넣어 돌리면서 오염된 모래를 씻어 내는 기계.
회전머리,명사,기중기의 탑 꼭대기에 씌우는l 회전하게 되어 있는 부품.
회전면,명사,어떤 평면 곡선이 같은 평면 위의 한 직선을 축으로 하여 회전하였을 때 생기는 곡면. 구면(球面)이나 원기둥의 측면 따위가 있다.
회전명판,품사 없음,회전자의 정확한 회전 방향을 명시하는 명판.
회전모멘트,품사 없음,회전축에 관한 힘의 모멘트.
회전목마,명사,기둥 둘레의 원판 위에 설치한 목마에 사람을 태워 빙글빙글 돌리는 놀이 기구.
회전몸체세차운동,품사 없음,외부로부터 인가된 힘에 의하여 항성에 대해 회전하는 몸체의 회전이 보여 주는 원뿔 모양의 움직임.
회전무대,품사 없음,좌우로 회전할 수 있도록 고안된 원형 무대. 다양한 무대 장치와 신속한 장면 변화에 효과가 크다.
회전무대판,품사 없음,주 무대 뒤쪽에 위치하며 크기가 주 무대만 한 보조 무대. 공연할 때 막과 장면을 전환할 수 있게 하는 무대 기계 시스템이다.
회전무선표지,품사 없음,송신 측에서 8자 모양 특성의 전계를 회전시키고l 수신 측에서 8자 모양 전계의 최소 감도 방향이 진북을 향하였을 때 해당하는 전파를 들은 후l 신호가 최소음이 되기까지의 시간 또는 각도를 측정하여 방위를 결정하는 무선 표지.
회전문,명사,축을 중심으로 빙빙 돌려서 드나들게 만든 문. 큰 건물이나 출입이 빈번한 곳에 보온을 위하여 설치한다.
회전문 관객,품사 없음,같은 공연을 여러 번 보는 관객을 비유적으로 이르는 말.
회전문 인사,품사 없음,어떤 인물을 주요 직책에 돌려 가면서 임명하거나 예전 인물을 임명하는 일을 비유적으로 이르는 말.
회전 물걸레,품사 없음,긴 봉의 끝부분에 회전하는 물걸레가 달려 있는 걸레.
회전반,명사,어떠한 물체를 얹어 돌릴 수 있는 판을 통틀어 이르는 말.
회전반경,품사 없음,한 점이 다른 점 주위를 회전할 때l 두 점 사이의 거리. 즉 회전 운동을 할 때에 궤도의 반지름이다.
회전반사대칭축,품사 없음,축에 대하여 직각인 평면을 기준으로 반사와 60l 90l 120l 180도 회전을 결합시킨 대칭 요소.
회전반사축,품사 없음,축에 대하여 직각인 평면을 기준으로 반사와 60l 90l 120l 180도 회전을 결합시킨 대칭 요소.
회전반응,품사 없음,신체의 자율적 또는 타율적인 회전 운동에서l 반사적으로 생기는 머리와 안구(眼球)의 반응.
회전반전,품사 없음,한 축의 주위를 회전한 뒤에 그 축 위의 한 점에 관해 반전하는 것을 이르는 말.
회전반전대칭축,품사 없음,결정체를 회전시킨 후 반전시켰을 때 원래대로 되돌아오는 회전축.
회전반전축,품사 없음,결정체를 회전시킨 후 반전시켰을 때 원래대로 되돌아오는 회전축.
회전반지름,품사 없음,힘을 가하여도 모양과 부피가 변하지 않는 가상의 물체 전체 질량을 한 점에 모아 회전축에서 어떤 거리의 지점에 놓았다고 가정하였을 때l 그 관성 모멘트가 본디의 강체의 관성 모멘트와 같아지는 거리.
회전발전기,품사 없음,전동기 또는 구동기로 회전시키도록 응용한 교류 발전기.
회전방식,품사 없음,원주 모양으로 배치된 뱅크 접점을 와이퍼가 회전하여 접속시키는 자동 교환용 선택 접속 스위치를 주체로 한 자동 교환 방식.
회전방향,품사 없음,벡터 따위가 나타내는 서로 반대되는 방향. 발전기나 전동기와 같은 회전기에서 회전하는 방향의 한쪽을 양(＋)으로 할 때 반대쪽을 음(－)으로 한다.
회전방향시험,품사 없음,회전자가 명확한 방향으로 회전하도록 결정하기 위한 시험.
회전방향지시기,품사 없음,선박의 원동기 축 따위가 회전하는 속도와 방향을 표시하는 지시기.
회전방향측정기,품사 없음,기기의 회전 방향을 탐지하는 데 사용하는 기기.
회전배양,품사 없음,조직 따위를 배양할 때l 병이나 시험관을 적당한 속도로 회전하면서 기르는 방법.
회전백금전극,품사 없음,전기 분해 시 화학적으로 안정된 전극이며 전극을 회전시키면서 화학 반응과 분석 따위를 하는 방법. 유리관의 한쪽 끝에 직경 0.5~0.8mml 길이 6~8mm의 백금선을 봉입하여 1분당 약 600회의 일정 속도로 회전시키는데l 전류 적정 따위의 정전위 측정에 이용된다.
회전밸브,품사 없음,스로틀 밸브처럼 밸브체를 회전하여 개폐하는 밸브.
회전버킷,품사 없음,천공용 버킷을 회전시켜서 대구경으로 천공하는 기계.
회전버킷식굴착기,품사 없음,토양의 오염도를 측정하기 위하여 조사 대상 지역의 토양을 채집하는 회전 굴착식 샘플 채취기의 하나. 회전 나사식 굴착기보다 많은 종류의 토양을 채집할 때 이용한다.
회전버킷식도랑굴착기,품사 없음,회전 버킷으로 도랑을 굴착하는 기계.
회전법,명사,기생충의 알 수를 알아내는 검사 방법.
회전변류기,품사 없음,같은 계자석에 의하여 자기화되고 공통의 전기자 권선에 의하여 발전기 작용과 전동기 작용을 겸하도록 되어 있는 회전기. 화학 공업이나 전철에 대한 직류 전원으로 사용한다.
회전변환,품사 없음,이차원의 유클리드 공간에서 원점을 중심으로 시곗바늘 반대 방향으로 θ만큼 회전하는 변환.
회전보행,품사 없음,무릎과 발목의 굽힘이 없이 다리가 뻣뻣한 자세로 걷는 걸음. 다리가 몸에서부터 밖으로 돌아 나가며 반원을 그리듯 걷는다.
회전부정률,품사 없음,원동기의 불규칙적인 회전력 때문에 발생하는 주기적인 속도 변동.
회전 부조,품사 없음,프랑스 태생의 미국 화가ㆍ조각가 뒤샹이 만든 조각 작품. 여러 개의 레코드판에 서로 다른 무늬가 새겨져 있으며l 그것들의 움직임이 만들어 내는 갖가지 무늬가 불안한 용적과 다양한 기하학적 패턴을 보여 준다.
회전분산,품사 없음,빛이 수정과 같은 선광성 물질을 지나갈 때l 빛의 파장에 따라 선광도가 달라지는 현상.
회전불꽃간극,품사 없음,불꽃 방전을 시키기 위해 설치하는 전극 간의 틈새. 점화 플러그의 선단 중심 전극과 접지 전극의 틈을 말한다.
회전브러시,품사 없음,발전기나 전동기를 축으로 회전하여 발생한 동력을 이용한 브러시.
회전블레이드,품사 없음,터빈의 로터 쪽에 부착된 블레이드. 특히 충동 터빈의 회전 날개를 가리키며l 수차에서는 펠턴 수차의 날개를 의미한다.
회전블로어,품사 없음,날개바퀴가 회전하여 기체를 송풍하는 기계.
회전빈도수,품사 없음,회전 운동을 하는 물체가 단위 시간에 움직이는 각도. 진동수에 원주율의 두 배를 곱한 것으로l 물체의 회전 속도l 회전축의 방향이나 회전 방향을 나타내는 벡터양으로 나타낸다. 단위는 라디안/초(㎮).
회전상변환기,품사 없음,도파관을 구성하고 있는 일부분의 회전에 비례하여l 전송파 위상을 바꿀 수 있는 위상 변환기.
회전상조정변압기,품사 없음,일차 권선에 대하여 이차 권선의 방향을 기계적으로 변화시킴으로써l 이차 전압을 일차 전압과는 다른 임의의 위상 관계로 조정할 수 있는 변압기.
회전상태,품사 없음,분자를 강체로 다루어 양자 역학적으로 0이 아닌 양자화된 회전 에너지를 가질 때의 에너지 준위.
회전샘플링풍속도,품사 없음,회전하는 풍력 터빈 로터의 임의 지점에서 측정한 풍속.
회전생물막접촉기,품사 없음,탄소 화합물을 분해하는 미생물의 작용을 이용하여 오염된 하수를 정화하는 생물학적 처리 장치의 하나. 일련의 원판이나 벌집형 원통을 하수에 절반가량 잠기게 하고 수평축을 중심으로 회전시킴으로써 원판에 부착된 오염 침전물에 미생물이 번식하여 분해하도록 하는 방식이다.
회전선,명사,‘전향선’의 북한어.
회전선반페달,품사 없음,페달을 발로 밟음으로써l 인력으로 주축에 회전 운동을 일으키는 선반.
회전성,명사,어떤 것을 축으로 물체 자체가 빙빙 도는 성질.
회전성형,품사 없음,틀을 돌려서 유리그릇l 도자기 따위의 모양을 만드는 방법.
회전섶,품사 없음,누에를 올리는 섶의 하나. 구획된 공간에 한 개의 고치가 만들어지도록 ‘정(井)’ 자 모양으로 만든다.
회전소각,품사 없음,회전하는 원통 안에 폐기물을 투입하고 열풍이나 화염을 이용하여 폐기물을 소각하는 방식.
회전속도,품사 없음,회전 운동을 하는 물체가 단위 시간에 움직이는 각도. 진동수에 원주율의 두 배를 곱한 것으로l 물체의 회전 속도l 회전축의 방향이나 회전 방향을 나타내는 벡터양으로 나타낸다. 단위는 라디안/초(㎮).
회전속도계,품사 없음,회전체의 회전 속도를 측정하여 일정 시간의 회전수로 나타내는 계기. 일반적으로 1분간의 회전수(rpm)를 단위로 한다.
회전속도설정기,품사 없음,터빈을 기동할 때 목표 회전 속도를 순차로 설정하여 터빈의 회전 속도가 목푯값과 일치하도록 제어하는 장치.
회전속도제어,품사 없음,펌프와 같은 기기의 회전 속도를 변화시켜서 그 작업량을 제어하는 일.
회전손실,품사 없음,발전소 터빈의 프로펠러 날개나 날개 연결 물림쇠가 외부와 마찰에 의하여 손실되는 현상. 날개 일부로 증기의 유입이 변화하는 데 따른 손실l 증기가 유입되지 않는 날개가 증기를 섞이게 하는 데 따른 풍손 따위가 포함된다.
회전손잡이,품사 없음,창호 손잡이로 돌려 개폐할 수 있게 된 창호 철물.
회전송신기,품사 없음,중심축 회전에 의하여 아르에프 반송파를 발생시켜 증폭하고l 신호파로 변조하여 변조된 아르에프 반송파를 안테나에서 방사하기 위한 장치.
회전송풍기,품사 없음,날개바퀴가 회전하여 기체를 송풍하는 기계.
회전솥,명사,크고 둥근 통을 수평이나 조금 기울게 건 다음l 한쪽에서 열을 공급하고 축으로 통을 돌려 내용물을 섞으면서 데우는 노. 시멘트의 제조와 산화 알루미늄 따위의 소성(燒成)l 가열l 증발 따위에 쓴다.
회전쇄토기,품사 없음,농기계가 회전하여 경운한 토양의 큰 덩어리를 알맞게 분쇄하는 기계.
회전수,명사,물체가 단위 시간 동안에 회전축의 둘레를 도는 횟수.
회전수계,명사,움직이는 물체의 회전수를 재는 장치. 주로 자동차l 전차l 항공기 따위의 회전수를 재는 데에 쓴다.
회전수도표,명사,공작 기계의 운동에서l 여러 전동비의 절대적 크기를 나타내는 도표.
회전수익률변동금리채,품사 없음,채권의 지급 금리를 주로 3개월 만기 거래에 적용되는 런던 은행 간 금리의 월중 평균율로 하는 변동 금리채.
회전수제어,품사 없음,펌프를 이용하여 유체를 이송할 때l 펌프에서 배출하는 유량을 조정하는 모터의 분당 회전수를 조절하는 일.
회전술,명사,자궁 내 태아의 위치가 바뀌는 현상. 자연적으로 일어날 수도 있고l 분만을 돕기 위하여 외과 의사가 인위적으로 시행할 수도 있다.
회전스위치,품사 없음,접점 상태의 변화를 얻기 위하여 하나 또는 그 이상의 조정된 위치로 조작 부품을 회전하는 축 또는 스핀들로 이루어진 스위치. 조작 부품은 완전하거나 제한적인 방향으로 회전할 수 있다.
회전스위프,품사 없음,이차원 물체를 고정된 축에 의해서 회전시킬 때 그 궤적에 의해 만들어지는 삼차원적인 공간. ⇒규범 표기는 미확정이다.
회전스펙트럼,품사 없음,회전 준위 사이의 전이로 생기는 분자 스펙트럼.
회전시간최적화,품사 없음,디스크 시스템 스케줄링 기법으로l 데이터가 디스크나 드럼의 여러 곳에 흩어져 있을 때 실린더에서 헤드를 탐색하는 시간을 최소화하는 방법.
회전시키다,동사,어떤 것을 축으로 물체 자체가 빙빙 돌게 하다.
회전시험,품사 없음,회전자가 명확한 방향으로 회전하도록 결정하기 위한 시험.
회전식,명사,고정되지 않고 이리저리 돌 수 있는 것. 또는 그런 방식.
회전식경계신호등,품사 없음,선박에서 주변에 경계 신호를 보낼 때 사용하는 등기구. 중심에 광원을 놓고 주위에 있는 반사경을 회전시켜 빛의 반사 방향이 달라지게 한다.
회전식굴착기,품사 없음,토양의 오염도를 측정하기 위하여 조사 대상 지역의 토양을 채집하는 샘플 채취기. 여러 성분이 섞인 토양을 채집할 때 이용하며l 손잡이를 돌려서 송곳 부분으로 지표를 뚫어 1~2미터 아래의 시료를 끌어 올리거나l 원하는 깊이를 송곳으로 파고 샘플러 튜브를 이용하여 채취한다.
회전식보링,품사 없음,보링 로드(boring rod)의 끝에 관과 비트를 붙인 다음l 센 힘으로 밀면서 돌려 시추하는 방법. 유전(油田)의 굴착에 흔히 쓴다.
회전식살수법,품사 없음,원형의 물 처리 시설 중앙에 하수의 배급관을 수직으로 세우고l 두 개 또는 네 개의 수평 분기관을 붙여 관의 노즐에서 나오는 하수의 반동으로 분기관을 회전시키면서 물을 뿌리는 방법.
회전식살포법,품사 없음,원형 여과상 중앙의 수직 하수 배급관에 노즐이 붙은 수평 지관에서 분출하는 하수의 반동으로 지관을 회전시키면서 하는 하수 살포법.
회전식선곡기,품사 없음,원통 형체가 천천히 회전하면서 원료 사료에서 크기가 큰 이물질 따위를 걸러 내는 기계.
회전식스크린,품사 없음,크기가 작은 부유 물질을 제거하기 위한 것으로l 눈의 크기가 1cm인 스크린. 망을 통과하지 못한 부유물은 압력이 높은 물을 공급하여 제거한다.
회전식스프링클러,품사 없음,회전하면서 물을 흩어서 뿌리는 기구.
회전식슬러지수집기,품사 없음,원형으로 된 침전지의 중앙에 회전 기구를 설치하여 퇴적된 슬러지를 수집하는 장치.
회전식시추,품사 없음,보링 로드(boring rod)의 끝에 관과 비트를 붙인 다음l 센 힘으로 밀면서 돌려 시추하는 방법. 유전(油田)의 굴착에 흔히 쓴다.
회전식압축기,품사 없음,상부로 투입된 폐기물을 압축 피스톤을 이용하여 압착한 뒤 원형의 회전판 위에 세워 놓은 열 개의 수집 상자에 투입하는 장치. 폐기물의 부피가 작을 때 사용하며l 폐기물이 모인 상자는 포장하여 처리한다.
회전식약품선반,품사 없음,조제실에 조제용 약품류를 비치하기 위한 선반의 한 종류. 선반이 자유롭게 회전하기 때문에 약품을 꺼내기가 쉽고l 공간을 많이 차지하지 않아 편리하다.
회전식유량계,품사 없음,유체의 양을 재는 장치. 위로 벌어진 유리관에 팽이 모양의 부자(浮子)를 넣고l 밑에서부터 들어온 유체에 의하여 뜨게 만들어 그 높이로 유량을 잰다.
회전식접철기,품사 없음,상호 간에 작용하는 한 개의 고정된 성형판과 적절히 배열된 롤러들에 의하여l 용지가 이송되는 방향으로 용지를 접는 기계.
회전식제설기,품사 없음,회전 기구로 눈을 무너뜨린 후 끌어 모아 투설(投雪)하는 제설 기계.
회전식제설차,품사 없음,일정한 방향으로 도는 날개를 이용하여 눈을 외부로 날려 보내는 방식으로 제거하는 차.
회전식진탕기,품사 없음,균일한 혼합과 환경을 위하여 물질을 회전시키면서 흔들어 주는 기기. 주로 조직 배양 실험실에서 세포 배양l 세포 현탁l 캘러스 배양에 이용한다.
회전식창고,품사 없음,회전 랙을 이용하여 물품을 저장하는 창고. 공간 활용률이 높다.
회전식천공,품사 없음,회전 굴착기로 구멍을 뚫는 작업. 유정(油井)의 굴착 따위에서 쓴다.
회전식천공기,품사 없음,정의 날이 돌아가면서 발파구멍을 뚫는 기계. 굳기가 보통 이하인 암석에 발파구멍을 뚫을 때 쓴다.
회전식펌프,품사 없음,<FL>아우터</FL> 로터와 <FL>이너</FL> 로터가 펌프 케이스 내에 편심으로 결합되어 회전하면서 두 로터 사이의 틈새가 변화함에 따라 오일을 흡입ㆍ배출하는 펌프. 소형으로 제작이 가능하다.
회전식표면세정장치,품사 없음,장시간의 여과로 여과재 표면에 머드 볼이 형성되었을 때l 노즐이 부착된 회전 기구로 고속의 압력수를 분사하여 머드 볼을 씻어 냄으로써 여과 효율을 높이는 장치.
회전신용,품사 없음,은행이 차입자와 대출의 규모 및 기간을 약정하고l 그 범위 안에서 차입자가 필요할 때마다 단기 어음을 발행하는 방식으로 이루어지는 대출.
회전신용방식,품사 없음,은행이 차입자와 대출의 규모 및 기간을 약정하고l 그 범위 안에서 차입자가 필요할 때마다 단기 어음을 발행하는 방식으로 이루어지는 대출 방식.
회전신용장,품사 없음,같은 종류의 상품을 계속 거래할 경우 신용장의 금액이 자동으로 갱신되어 계속 사용할 수 있게 되어 있는 상업 신용장.
회전신용편의,품사 없음,은행이 자금의 공급 규모를 미리 파악하고l 이 자금의 규모 안에서 차입자가 일정 기간 동안 계속하여 자금을 차입할 수 있도록 하는 대출 방법.
회전신호기,품사 없음,수신기나 증폭기 및 기타 전송 회로의 시험을 위하여l 그에 필요한 정확한 출력 레벨과 주파수 신호를 발생하는 장치.
회전신호발생기,품사 없음,수신기나 증폭기 및 기타 전송 회로의 시험을 위하여l 그에 필요한 정확한 출력 레벨과 주파수 신호를 발생하는 장치.
회전심,명사,회전하는 물체의 중심.
회전쌍곡면,품사 없음,축을 기준으로 쌍곡선을 회전하였을 때에 생기는 곡면.
회전쌍곡면기어,품사 없음,회전 쌍곡면의 일부를 피치면으로 하고l 교차나 평행을 이루지 않는 두 축 간에 회전을 전달하는 톱니바퀴.
회전안강망,명사,밀물과 썰물 때 조류의 방향에 따라 어구가 저절로 돌아가면서 어획하게 되어 있는 안강망.
회전안정,품사 없음,비행 중 공기의 저항 내에서 탄두에 비행 안정성을 부여하기 위하여l 자이로(gyro) 원리를 적용하여 탄자(彈子)가 비행 방향 축을 중심으로 회전하는 일.
회전안정위성,품사 없음,위성 몸체 또는 특정 축에 대한 주요 부분의 회전에 의해l 한 축은 명시된 방향을 유지하게 되는 자세 안정 위성.
회전압축,품사 없음,회전하는 롤러 사이에 재료를 끼워 넣고 압축하여 변형하는 일. 재료가 압축되어 더 얇아지고 넓어진다.
회전압축기,품사 없음,날개바퀴 따위의 회전자가 회전하면서 기체를 압축하여 보내는 기계.
회전양극엑스레이관,품사 없음,양극이 연속적으로 회전하고l 엑스선 빔에 대해 항상 새로운 면을 향해 목표물을 녹이지 않으면서 출력을 증대시킬 수 있도록 한 엑스선관.
회전양극엑스선관,품사 없음,양극이 연속적으로 회전하고l 엑스선의 빔에 대해 목표물을 녹이지 않으면서 출력을 증대시킬 수 있도록 한 엑스선관.
회전양자수,품사 없음,회전 운동을 양자화하였을 경우 그 에너지의 고유한 값. 회전 준위(準位)를 나타내는 양자의 수를 이른다.
회전에너지,품사 없음,물체가 회전하면서 생기는 운동 에너지.
회전엔진,품사 없음,회전형 내연 기관. 타원형 연소실 속에서 모서리가 둥근 삼각형 모양의 회전 피스톤이 회전하며 흡입l 압축l 팽창l 배기를 한다. 왕복 피스톤형 내연 기관에 비하여 작고 가벼우며 진동이 적고 가속이 쉽다.
회전연산자,품사 없음,양자 역학에서l 어떠한 고유 상태를 한 축에 대하여 회전시키는 연산자.
회전예금,품사 없음,계약 기간 동안 실세 금리를 적용하여 1개월 또는 3개월 정도마다 금리를 바꾸어 주는 정기 예금.
회전요법,품사 없음,종양의 가운데를 지나는 축을 중심으로 환자나 기계가 회전하면서 방사선 용량의 분포가 바람직하게 이루어지게 하는 원격 치료법.
회전운,명사,커다란 산악 장애물의 후면에서 발견되는 난류성 구름의 한 종류. 구름 속의 공기는 이동 거리에 평행한 축에 대하여 회전하며l 격렬한 난기류가 발생할 수 있다.
회전운동,품사 없음,물체가 회전축의 둘레를 일정한 거리를 두고 도는 운동.
회전운동량,품사 없음,회전하는 물체의 회전 운동의 세기. 물체의 질량과 회전 속도를 곱하고 여기에 회전축에서 떨어진 거리를 곱한 양이다.
회전운동방향,품사 없음,회전 기기의 운동 방향. 시계 방향l 반시계 방향으로 화살표를 사용해 표시한다. 보통 터빈이나 발전기 따위의 경우l 부하 측에서 보았을 때 시계 방향을 표준으로 한다.
회전운동에너지,품사 없음,물체가 회전하면서 생기는 운동 에너지.
회전원반법,품사 없음,고형 약품의 용해 속도를 측정하는 방법 가운데 하나. 입자의 표면적을 일정하게 설정하기 위하여 분말 시료를 원반상의 정제(錠劑)로 압축 성형하고l 이 정제를 일정 속도로 회전시키면서 주약의 용해량을 측정한다.
회전원반전극,품사 없음,일정 속도로 회전하도록 조작된 전기 화학 측정용 전극. 전극의 한 면을 전해액에 접촉시켜 회전하게 하는 금속 원반 형태의 전극으로l 전극 표면에 전기 화학 반응을 일으키는 물질이 공급되는 것을 제어하고 수학적으로 계산할 수 있다.
회전원주,품사 없음,정사각형 또는 직사각형의 한 변을 축으로 회전하여 만든 입체. 원기둥 모양을 이룬다.
회전원추,품사 없음,직각 삼각형에서 직각을 이루는 한 변을 축으로 회전하여 만든 입체. 원뿔 모양을 이룬다.
회전원통,품사 없음,정사각형 또는 직사각형의 한 변을 축으로 회전하여 만든 입체. 원기둥 모양을 이룬다.
회전원통법,품사 없음,유체 역학에서l 유체의 점성(粘性)을 재는 방법. 유체를 동심(同心) 원통의 사이에 채우고 바깥 원통을 일정한 속도로 회전하였을 때의 안쪽 원통의 돌림힘을 잰다.
회전원통채,명사,회전하면서 체질하는 기계. ⇒규범 표기는 ‘회전 원통체’이다.
회전원통형,품사 없음,원통을 회전시켜서 작업을 수행하는 방법.
회전원판,품사 없음,그 자체와 수직을 이루는 중심축 주위를 고속으로 회전하는 원판. 터빈과 기타 여러 가지 기계 속에 포함되어 있다.
회전원판법,품사 없음,수십 내지 수백 개씩 묶은 플라스틱 원판을 물에 반 정도 잠기게 설치하고 천천히 회전시키면서 자연적으로 발생하는 호기성 생물을 이용하여 하수를 정화하는 방식.
