어휘,품사,뜻풀이
동국여지승람,명사,조선 성종의 명(命)에 따라 노사신 등이 편찬한 우리나라의 지리서. ≪대명일통지≫를 참고하여 우리나라 각 도(道)의 지리ㆍ풍속과 그 밖의 사항을 기록하였다. 특히 누정(樓亭)l 불우(佛宇)l 고적(古跡)l 제영(題詠) 따위의 조(條)에는 역대 명가(名家)의 시와 기문도 풍부하게 실려 있다. 55권 25책의 활자본.
동국이상국집,명사,고려 고종 28년(1241)에 펴낸 이규보의 문집. 그의 시문(詩文)과 함께 동명왕 본기를 비롯한 역사가 수록되었을 뿐 아니라l 고려 시대에 활자로 인쇄하였다는 주자(鑄字) 사실과 국문학에 관한 기록도 많은 문헌으로l 고종 38년(1251)에 보완하여 다시 간행하였다. 53권 14책.
동국정운,명사,조선 세종 30년(1448)에 신숙주l 최항l 성삼문l 박팽년l 이개 등의 집현전 학자들이 왕명에 따라 편찬한 운서(韻書). 중국의 운서인 ≪홍무정운≫ 등을 참고하여 우리나라의 한자음을 새로운 체계로 정리한 최초의 음운서로l ≪훈민정음≫의 창제 원리 및 배경 연구에 매우 귀중한 자료이다. 1권과 6권만 전하다가 1972년에 그 완질(完帙)이 발견되었다. 1권과 6권l 완질은 우리나라 국보이다. 6권의 인본(印本).
동국정운식한자음,품사 없음,≪동국정운≫에서l 당시의 한자음을 중국의 ≪홍무정운≫의 음을 참고하여 새롭게 고쳐 훈민정음으로 표기하여 규정하여 놓은 음. 당시 조정에서는 이것을 사회적으로 장려하고 규범화하려고 하였으나l 우리나라 한자음을 충분히 고려하지 않은 주관적이고 사대주의적이며 복고주의적인 성격이었으므로 실현될 수 없었다.
동국정운음,명사,≪동국정운≫에서l 당시의 한자음을 중국의 ≪홍무정운≫의 음을 참고하여 새롭게 고쳐 훈민정음으로 표기하여 규정하여 놓은 음. 당시 조정에서는 이것을 사회적으로 장려하고 규범화하려고 하였으나l 우리나라 한자음을 충분히 고려하지 않은 주관적이고 사대주의적이며 복고주의적인 성격이었으므로 실현될 수 없었다.
동국중보,명사,고려 숙종 때 만든 엽전의 하나. 가운데에 네모난 구멍이 뚫려 있다.
동국지도,명사,조선 세조 9년(1463)에 정척l 양성지 등이 왕명에 따라 작성한 우리나라 최초의 실측 지도. 각 도의 위치l 산맥의 방향l 도로의 이수(里數)l 인접 군과 서로 맞닿은 경계 따위를 자세히 그려 넣었다.
동국지리지,명사,조선 선조 때 한백겸이 엮은 우리나라 역사 지리서. ≪전한서≫와 ≪후한서≫에서 우리나라의 지리에 관한 기록을 뽑아 모으고l 저자의 의견도 덧붙였다. 1권.
동국진체,품사 없음,조선 후기에l 이광사가 완성한 서체. 중국의 서체를 모방하지 않고l 우리나라의 정서를 살린 개성 있는 글씨체로 평가받는다.
동국통감,명사,조선 성종 15년(1484)에 왕명에 따라 서거정l 정효항(鄭孝恒) 등이 편찬한 역사책. 중국 사마광의 ≪자치통감≫을 참고하였으며l 신라 시조(始祖) 박혁거세로부터 고구려l 백제를 거쳐 고려 공양왕에 이르기까지 1l400년 동안의 사실을 기록하였다. 단군ㆍ기자ㆍ위만의 고삼선(古三鮮) 및 한사군ㆍ이부(二府)ㆍ삼한(三韓) 따위에 대한 내용을 외기(外記)로 하여 책머리에 수록하였다. 56권 28책.
동국통감제강,명사,조선 현종 13년(1672)에 홍여하(洪汝河)가 지은 편년체의 역사서. ≪동국통감≫의 내용에서 취사ㆍ절충을 가하여 가숙용(家塾用) 교재로 사용하고자 개편한 것으로l 정조 10년(1786)에 간행되었다. 13권 7책의 목판본.
동국통보,명사,고려 숙종 때 만든 엽전의 하나. 가운데에 네모난 구멍이 뚫려 있다.
동군,명사,봄의 신. 또는 태양의 신. 음양오행에서l 동(東)을 ‘봄’에 대응시켜 봄을 맡고 있는 신을 나타낸 데서 유래한다.
동군상,명사,‘둥근상’의 방언
동군연합,명사,한 군주 밑에 둘 이상의 나라가 결합된 상태. 인적(人的) 동군연합과 물적(物的) 동군연합의 두 가지 형태가 있으며l 1603년부터 1707년까지의 잉글랜드와 스코틀랜드의 관계가 그 예이다.
동굴,명사,자연적으로 생긴 깊고 넓은 큰 굴.
동굴납족하다,형용사,‘동글납작하다’의 방언
동굴다,동사,(낮잡는 뜻으로) 이리저리 뒹굴다.
동굴다이빙,품사 없음,수중 동굴에서 하는 스킨 스쿠버 다이빙.
동굴동굴,부사,‘동글동글’의 방언
동굴동굴하다,형용사,‘동글동글하다’의 방언
동굴동물,품사 없음,석회굴l 용암굴 따위의 동굴에 사는 동물을 통틀어 이르는 말. 굴가시톡토기l 장님굴새우l 동굴장님고기 따위가 있다.
동굴미술,품사 없음,동굴의 벽이나 천장에 그려진 석기 시대의 그림 또는 조각. 소재는 주로 사냥의 대상이 되는 각종 동물로l 주술적인 의미가 포함되어 있으며l 알타미라ㆍ라스코의 벽화가 이에 해당한다.
동굴배이,명사,‘동그라미’의 방언
동굴뱅이,명사,‘동그라미’의 방언
동굴벽화,품사 없음,동굴의 벽이나 천장에 그려진 석기 시대의 그림 또는 조각. 소재는 주로 사냥의 대상이 되는 각종 동물로l 주술적인 의미가 포함되어 있으며l 알타미라ㆍ라스코의 벽화가 이에 해당한다.
동굴병,명사,미생물의 성장 조건이 좋은 새장이나 박쥐가 있는 동굴이나 광산의 환기갱에서 <FL>히스토플라스마 캡슐라툼</FL>을 흡입하여 발생하는 <FL>‘히스토플라스마증’</FL>.
동굴생물학,품사 없음,동굴 생물을 연구하는 학문. 생물학의 한 분야이다.
동굴석,명사,동굴 모양을 한 수석.
동굴성,명사,동굴에서 서식하거나 동굴의 환경적 특성을 지님.
동굴쇠,명사,‘굴렁쇠’의 방언
동굴유적,품사 없음,원시 인류가 동굴 속에 남긴 유적. 천연 또는 인공의 동굴을 주거l 분묘l 사원l 성소(聖所) 따위로 사용한 흔적이 보인다.
동굴의비유,품사 없음,철학자의 이성을 통하여 보는 이데아(idea)의 세계가 참된 세계라고 하면l 감각을 통하여 관찰한 일반 속인(俗人)의 세계는 동굴 속과 같이 어두운 세계라는 뜻. 플라톤이 ≪국가론≫에서 말한 비유이다.
동굴의 성모,품사 없음,1503~1506년에 레오나르도 다빈치와 <FL>암브로조 디프레스</FL>가 공동으로 제작한 작품. 유채 판화이며l 크기는 120×189.5cm이다. 런던의 내셔널 갤러리에서 소장하고 있다.
동굴의우상,품사 없음,영국의 철학자 베이컨이 말한 우상설의 네 가지 우상 가운데 하나. 올바른 인식을 방해하는 선입견 가운데l 개인적인 특성ㆍ환경ㆍ교양 따위에 따라 사물에 대한 바른 견해와 판단을 그르치는 편견을 이른다.
동굴인류,품사 없음,동굴 속에서 살던 구석기 시대의 인류.
동굴주거,품사 없음,자연 또는 인공의 동굴을 이용한 주거. 주로 석기 시대의 인류의 유적으로 알려져 있다.
동굴주거지,품사 없음,자연 또는 인공의 동굴을 이용한 살림터. 구석기 시대의 것이 많은데 특히 프랑스를 중심으로 한 후기 구석기 시대의 것은 그림이 남아 있어서 유명하다.
동굴주위공간,품사 없음,굴 모양 혈관들과 간의 실질 세포들 사이에 있는l 혈관 이외의 잠재 공간.
동굴짝,명사,‘광주리’의 방언
동굴 탐사,품사 없음,동굴 안의 생물이나 매장된 광물 따위를 찾기 위하여 샅샅이 더듬어 조사함.
동굴테,명사,‘굴렁쇠’의 방언
동굴학,명사,동굴에서 일어나는 여러 가지 현상을 연구하는 학문. 동굴 형태학l 동굴 육수학l 동굴 생물학 따위가 있다.
동굴화,명사,‘동굴 미술’의 북한어.
동굴회화,품사 없음,동굴의 벽이나 천장에 그려진 석기 시대의 그림 또는 조각. 소재는 주로 사냥의 대상이 되는 각종 동물로l 주술적인 의미가 포함되어 있으며l 알타미라ㆍ라스코의 벽화가 이에 해당한다.
동굽쟁이,명사,‘소꿉질’의 방언
동굽쟁이하다,동사,‘소꿉질하다’의 방언
동굽질,명사,‘소꿉질’의 방언
동굽질하다,동사,‘소꿉질하다’의 방언
동굿,명사,‘동곳’의 방언
동굿대,명사,‘절굿공이’의 방언
동궁,명사,러시아의 상트페테르부르크에 있는 궁전. 혁명 전까지는 역대 러시아 황제들이 살던 곳으로l 러시아 바로크 건축물 중에서 최대의 것이며l 지금은 국립 박물관으로 사용되고 있다.
동궁대련,품사 없음,조선 시대에l 세자가 타던 큰 가마.
동궁딸,명사,귀엽게 모셔 키운 딸<DR /> 제주 지역에서는 ‘동궁?’로도 적는다.
동궁련,명사,조선 시대에l 세자가 타던 큰 가마.
동궁마마,명사,‘왕세자’를 높여 이르던 말.
동궁마패,품사 없음,나라에서l 동궁이 사용하는 마필(馬匹)을 조달하기 위하여 발급하던l 유자(柚子)로 만든 둥근 패. 각 역(驛)에서 한 필에서 다섯 필까지 지급하였다.
동궁아,명사,신라 때l 왕세자에 관한 일을 맡아보던 관아. 경덕왕 11년(752)에 설치한 것으로l 상대사(上大舍)와 차대사(次大舍)를 각 한 사람씩 두었다.
동궁이,명사,‘잠자리’의 방언
동궁전,명사,황태자나 왕세자가 거처하는 궁전.
동권,명사,같은 권리. 또는 평등한 권리.
동권론,명사,사람은 모두 동등한 권리를 갖고 있다는 이론.
동권론자,명사,동권론을 따르거나 주장하는 사람.
동궐,명사,서울특별시 종로구 와룡동에 있는 궁궐. 조선 태종 때에 건립된 것으로 역대 왕이 정치를 하고 상주하던 곳이며l 보물 383호인 돈화문 따위가 있다. 1997년에 유네스코 세계 문화유산으로 지정되었다. 사적 정식 명칭은 ‘창덕궁’이다.
동궐도,명사,창덕궁과 창경궁을 높은 곳에서 내려다본 상태로 그린 조선 후기의 궁궐 그림. 창덕궁과 창경궁이 본궁인 경복궁의 동쪽에 위치하므로 이렇게 이른다. 제작 연대는 궁궐 건물의 소실이나 재건 연대 따위로 미루어 1830년 이전으로 추정된다. 우리나라 국보로l 가로 576cm이고 세로 273cm이다.
동궤,명사,같은 궤도.
동귀,명사,돌아가는 곳이 같음.
동귀어진,명사,파멸로 함께 돌아간다는 뜻으로l 다른 사람과 같이 죽음으로써 끝장을 냄을 이르는 말.
동귀일철,명사,같은 결과로 돌아감.
동귀일체,품사 없음,천도교에서l 인간의 정신적 결합을 뜻하는 말. 저마다 다른 마음을 이겨 내고 한울님의 참뜻으로 돌아가 한 몸같이 되는 일을 이른다.
동귀틀,명사,마루의 장귀틀과 장귀틀 사이에 가로로 걸쳐서 마룻널을 끼는 짧은 귀틀.
동귀하다,동사,함께 돌아가다.
동규,명사,아욱과의 두해살이풀. 높이는 50~70cm이고l 잎은 어긋나는데 단풍잎처럼 다섯 갈래로 갈라져 있다. 연한 줄기와 잎은 국을 끓여 먹고l 씨는 동규자(冬葵子)라고 하여 한방에서 이뇨제로 사용한다.
동규자,명사,아욱의 씨. 맛이 달고 성질이 차다. 한방에서 이뇨제로 쓰며l 난산(難産)ㆍ변비ㆍ젖 부족 따위에 약으로 쓴다.
동규자차,명사,아욱의 씨를 가루로 만들어 뜨거운 물에 타서 마시는 차.
동규체절,명사,원시 환형동물 따위에서와 같이 각 체절의 짜임새나 모양이 거의 같은 체절을 이르는 말.
동균류,명사,점균(粘菌) 가운데 세포벽이 없고 운동성을 지니는 균.
동귤,명사,운향과의 상록 관목. 높이는 2미터 정도이며l 잎이 무성하다. 여름에 희고 작은 꽃이 잎겨드랑이에서 피고 참새알 크기의 둥근 열매는 겨울에 황금색으로 익어 봄까지 떨어지지 않으며 새콤달콤한 맛과 향기가 있어 식용한다. 중국 남부가 원산지로 정원에 가꾸기도 한다.
동그라미,명사,동그랗게 생긴 모양.
동그라미표,명사,동그랗게 그려서 옳거나 맞음을 나타내는 ‘○’의 이름.
동그라지다,동사,넘어지면서 구르다.
동그람에이,명사,인쇄 기호 ‘@’를 달리 이르는 말. 단가표로 쓴다.
동그랍다,형용사,‘동그랗다’의 방언
동그랑곤떡,명사,‘절편’의 방언
동그랑땡,명사,‘돈저냐’를 달리 이르는 말.
동그랑쇠,명사,어린아이 장난감의 하나. 쇠붙이나 대나무 따위로 만든 둥근 테로서l 굴렁대로 굴리며 논다.
동그랑이,명사,동그랗게 생긴 모양. ⇒규범 표기는 ‘동그라미’이다.
동그랑하다,형용사,‘동그랗다’의 방언<DR /> 제주 지역에서는 ‘동그랑?다’로도 적는다.
동그랗다,형용사,또렷하게 동글다.
동그래,명사,‘동그라미’의 방언
동그래미,명사,‘굴렁쇠’의 방언
동그래미죽,명사,‘팥죽’의 방언
