어휘,품사,뜻풀이
분기필터,품사 없음,상호 작용 없이 좁은 간격으로 된 무선 주파수 채널에서 동시적으로 작동하는 몇 개의 송신기 또는 몇 개의 수신기에 대해 같은 안테나를 사용 가능하게 하는 장치.
분기하다,동사,나뉘어서 갈라지다.
분기하중,품사 없음,두 개 이상의 균형 상태가 가능한 점에서의 하중. 단일 압축재가 좌굴 하중에 이르렀을 때l 곧은 상태와 변한 상태가 모두 가능해진다.
분기한정,품사 없음,상태 공간 트리를 생성ㆍ검색하여 해를 구하는 알고리즘 기법.
분기한정법,품사 없음,컴퓨터 메모리 내의 한 블록에서 다른 블록으로 데이터를 전송하는 방법.
분기회로,품사 없음,분기점이 두 개 이상 존재하여 전류가 나뉘어 흐르는 전기 회로.
분기회로분배소,품사 없음,전송 신호의 분기 전송을 위하여 분기 증폭l 신호 분배 따위의 역할을 담당하는 시설.
분기회선,품사 없음,회선망 형태의 하나로l 1개의 전용 회선에 2개 이상의 단말 장치가 분기 장치에 의하여 분기 접속 된 형태의 회선. 단말 장치가 비교적 동일 방향으로 산재한 경우에 많이 사용되며l 전 단말국 통신량의 합으로 그 회선의 전송 속도가 결정된다.
분길,명사,분의 곱고 부드러운 결.
분김,명사,분한 마음이 왈칵 일어난 바람.
분깃,명사,유산을 한 몫 나누어 줌. 또는 그 몫.
분깃하다,동사,유산을 한 몫 나누어 주다.
분꽃,명사,분꽃과의 한해살이풀. 높이는 60cm 정도이고 줄기에는 마디가 뚜렷하며l 잎은 마주나고 끝이 뾰족한 달걀 모양이다. 여름부터 가을에 걸쳐 흰색l 빨간색l 노란색의 깔때기 모양의 꽃이 취산(聚?) 화서로 달리며 해 질 무렵부터 아침까지 핀다. 관상용이고 남아메리카가 원산지이다.
분꽃과,명사,쌍떡잎식물의 한 과. 28속 250종으로 우리나라에는 자생종이 없고 분꽃 1종이 재배되고 있다.
분꽃나무,명사,인동과의 낙엽 활엽 관목. 높이는 2미터 정도이며l 잎은 마주나고 넓은 달걀 모양 또는 둥근 모양으로 가장자리에 무딘 톱니가 있고 별 모양의 털이 있다. 연분홍색 꽃이 산형상(?形狀)의 취산(聚?) 화서로 피고 열매는 핵과(核果)로 9월에 검게 익는다. 언덕이나 산기슭에 저절로 나는데 한국l 만주l 일본 등지에 분포한다.
분나,명사,어수선하고 소란스러움.
분나비,명사,흰나빗과의 곤충. 편 날개의 길이는 3~8cm로 상제나비와 비슷하나 조금 작다. 몸은 검은색l 날개는 흰색l 날개 뒷면은 다소 누런색이다. 시맥(翅脈)에 어두운 검은색의 인분(鱗粉)이 있다. 한국l 일본 등지에 분포한다.
분나하다,형용사,어수선하고 소란스럽다.
분납,명사,여러 번에 나누어서 냄.
분납보험료,품사 없음,생명 보험이나 장기 손해 보험 계약에서 분할로 납입하는 보험료. 2회 이후부터 1년 동안 1개월l 3개월l 6개월 등으로 여러 번 나누어 납입할 수 있다.
분납임대,품사 없음,정부나 민간 업체 등이 청약 가입자들에게 입주 시 집값의 일부를 납부하게 하고 입주 후 잔여금을 나누어서 납부하게 하는 방식으로 주택이나 아파트를 공급하는 일.
분납임대주택,품사 없음,입주자가 임차 상태로 거주하면서 집값을 일정 기준에 따라 나누어 납부하는 주택. 입주 초기에 일정 금액을 납부하고 그 후 단계적으로 남은 분납금을 완납하면 소유권을 얻게 된다.
분납제,명사,세금이나 요금 따위를 여러 번에 나누어서 내는 제도.
분납하다,동사,여러 번에 나누어서 내다.
분납형,명사,여러 번에 나누어서 내는 유형.
분내,명사,분에서 나는 냄새.
분내사,명사,자신의 분수에 맞는 한도의 일.
분네,의존 명사,‘분’을 덜 친근하게 이르는 말.
분녀,명사,‘부녀’의 방언
분노,명사,분개하여 몹시 성을 냄. 또는 그렇게 내는 성.
분노감,명사,분개하여 몹시 성을 낼 때의 느낌이나 감정.
분노 게이지,품사 없음,분노의 정도를 잰 치수라는 뜻으로l 화가 치밀어 오르는 상태를 이르는 말.
분노경련,품사 없음,‘호흡 멈춤 발작’의 전 용어.
분노권인,명사,결인(結印) 방법의 하나. 엄지손가락을 쥐어 주먹을 만들고 집게손가락과 새끼손가락을 세워 갈고리같이 한 것이다.
분노발작,품사 없음,신경질이 있는 아이에게서 볼 수 있는 경련. 웃거나 울거나 하는 흥분 상태에 있을 때l 내쉬는 숨만 있고 들이마시는 숨이 없어 얼굴이 창백해지며 갑자기 숨이 꽉 막히는 증상이 일어나고l 심한 경우에는 질식하는 경우도 있다.
분노심,명사,분한 마음이나 성이 난 마음.
분노의 날,품사 없음,13세기 이탈리아의 한 수도자에 의해 정리되었다고 알려진 부속가의 하나. 죽은 이를 위한 미사인 레퀴엠에서 부르는 노래이다.
분노의 주먹,품사 없음,마틴 스코세이지 감독의 1980년 영화. 미들급 세계 챔피언을 지낸 권투 선수 <FL>제이크 라모타</FL>의 삶을 그의 폭력성에 초점을 맞추어 비극적으로 그려낸 전기 영화이다.
분노의 포도,품사 없음,미국의 작가 스타인벡이 지은 장편 소설. 대공황 중에 오클라호마주에서 캘리포니아주로 이주한 조드 일가의 역경을 통하여 농민들의 비참한 생활을 사실적으로 그린 작품이다. 1939년에 발표하였다.
분노조절상담사,품사 없음,분하고 화가 나는 상황에서 충동성을 보이는 내담자에게 상담 기법을 통해 정상적으로 감정을 표출하도록 도와주는 사람.
분노 조절 장애,품사 없음,‘간헐 폭발 장애’를 일상적으로 이르는 말.
분노증후군,품사 없음,‘울화병’을 달리 이르는 말.
분노하다,동사,분개하여 몹시 성을 내다.
분노함,명사,분하고 화가 나서 지르는 고함.
분뇨,품사 없음,‘분뇨하다’의 어근.
분뇨관개,품사 없음,경작하고 있는 작물 따위에 유기물을 제공할 목적으로 분뇨 및 액비 따위를 관을 이용하여 살포하는 행위.
분뇨구청소기,품사 없음,축사 내에서 분뇨를 외부로 이송하는 관이 막혔을 경우 이를 해소하기 위하여 사용하는 장치. 구멍을 막고 있는 퇴비 및 장애물을 외부로 반송시키는 역할을 한다.
분뇨구청소장치,품사 없음,축사 내에서 분뇨를 외부로 이송하는 관이 막혔을 경우 이를 해소하기 위하여 사용하는 장치. 구멍을 막고 있는 퇴비 및 장애물을 외부로 반송시키는 역할을 한다.
분뇨량,명사,똥오줌의 양.
분뇨배설량,품사 없음,동물이 배출하는 분뇨의 양.
분뇨살포기,품사 없음,비료화된 분뇨나 유기물을 토양 및 경작지에 살포할 때에 사용하는 기계.
분뇨생물,품사 없음,분뇨 내에 포함된 유기물을 양분으로 하여 살아가는 미생물 균총.
분뇨소화조,품사 없음,분뇨를 소화 처리 하는 장치. 하수도의 종말 처리 시설에도 이용된다. 30~35℃의 온도에서 30일간 저류로 처리하는 가습 방식과 무가온 방식이 있다. 소화 후의 탈리액은 활성 오니법이나 산수 여상법을 사용하여 호기성으로 처리하고 염소 소독 후 방류한다.
분뇨수,명사,똥과 오줌이 섞인 물.
분뇨시설,품사 없음,사람이나 짐승의 똥과 오줌을 깨끗하게 처리하여 내보내는 시설.
분뇨의처리목표,품사 없음,지속적으로 발생하는 사람의 분뇨를 무단 방류 하지 않고 적절히 처리하기 위한 기본 목표. 최종 처리에서는 배출량과 혐오감의 최소화l 생물학적ㆍ화학적 안전성l 위생적 환경l 재활용성의 제고가 요구된다.
분뇨의처리형태,품사 없음,일반 가정과 사업장에서 발생하는 분뇨의 오염물을 감축하여 배출하는 시설. 수세식 화장실을 거친 분뇨는 분뇨 정화조나 오수 정화조를 거쳐 하수 종말 처리장과 분뇨 종말 처리장에서 수질 오염 물질을 제거한 뒤 최종 방류한다.
분뇨장,명사,약품과 물을 이용하여 똥과 오줌을 한꺼번에 처리하는 곳.
분뇨저장조,품사 없음,가축의 분뇨를 저장하는 장소. 공기 공급에 의한 발효를 유도함으로써 악취의 발생을 방지하고 발효 기간을 단축할 수 있다.
분뇨정화조,품사 없음,똥오줌을 하수도로 내보내기 전에 가두어서 썩히고 소독하는 통.
분뇨종말처리,품사 없음,환경부의 ‘오수ㆍ분뇨 및 축산 폐수에 관한 법률 제21조’에 따라 환경부 장관의 승인을 받은 시설업자가 분뇨 종말 처리 시설을 설치하고 이용하는 일.
분뇨종말처리시설,품사 없음,똥오줌을 침전이나 분해 등의 물리ㆍ화학ㆍ생물학적 수단으로 최종 처리를 하는 시설.
분뇨종말처리장,품사 없음,똥오줌을 안전하게 최종 처리하여 공공 수역에 흘려 보내는 시설.
분뇨증,명사,소변 속에 분변의 성분이 섞여 들어가 있는 상태.
분뇨차,명사,똥을 실어 나르는 차.
분뇨처리,품사 없음,가축의 분뇨를 처리하는 방법. 발효시켜 액비나 퇴비의 형태로 토양에 환원시키거나l 정화조를 이용하여 정화하거나 혹은 바이오매스의 형태로 전환하여 에너지의 생산에 이용하는 방법이 있다.
분뇨처리과정,품사 없음,고농도의 유기물을 함유한l 분뇨로 구성된 오염 물질을 줄이는 과정. 분뇨를 투입한 뒤 저류 설비l 혐기성 소화조와 호기성 소화조l 습식 산화법을 거치는 1단계 처리 시설l 활성 슬러지법을 이용하는 2단계 처리 시설l 최종 처리수를 소독하는 시설 등이 있다.
분뇨처리시설,품사 없음,분뇨를 침전 및 분해 등의 방법으로 처리하는 시설.
분뇨처리장,품사 없음,분뇨를 안전하게 처리하여 하천과 같은 공공 수역에 흘려 보내는 시설. 대부분 미생물이 오염물을 분해하는 작용을 이용한다.
분뇨 통,품사 없음,똥과 오줌을 모아 두는 통.
분뇨특성,품사 없음,인간이 배출하는 분뇨의 물리ㆍ화학적 성질. 황색 또는 다갈색을 띠는 분뇨는 1 대 8의 구성비를 가지며l 점도 1.2~2.2l 비중 1.02로서 반고체의 점성을 띤다. 비오디는 17l000~23l000ppml 에스에스는 15l000ppml 질소는 6l000ppm으로 예상된다.
분뇨하다,형용사,번거롭고 바쁘다.
분니,명사,철도의 노반이나 도상에 혼입된 토사가 빗물 또는 지하수 따위로 인해 분출되어 생기는 진흙.
분니대책공법,품사 없음,분니를 일으키는 요소인 물l 흙l 하중 가운데에서 한 가지를 제거하는 공법.
분니방지시트,품사 없음,노반 분니를 방지하기 위하여 노반의 면에 부설하는 시트.
분니현상,품사 없음,철도의 노반이나 도상에 혼입된 토사가 빗물 또는 지하수 따위로 인해 진흙이 되어l 열차 통과 시 하중에 따라 도상 표면으로 분출되는 현상.
분닉,명사,불에 타고 물에 빠진다는 뜻으로l 백성들이 당하는 큰 고통을 이르는 말.
분다듬이벌레,명사,가루민다듬이벌렛과의 하나. 몸의 길이는 2mm 정도이며l 연한 황색이고 온몸에 털이 있다. 날개의 흔적은 작고 타원형이다. 배 부분 제4마디에서 끝까지의 각 마디 양옆에 단단한 가시가 있다. 도서관l 박물관l 벌집l 동식물 표본 따위의 해충으로 전 세계에 분포한다.
분다 분다 하니까 하루아침에 왕겨 석 섬을 분다,품사 없음,잘 분다 잘 분다 하니까 쓸데없이 하루아침에 왕겨 석 섬을 다 불어서 날려 보냈다는 뜻으로l 잘한다 잘한다 하니까 우쭐해서 턱없는 정도에까지 이르게 됨을 비유적으로 이르는 말.
분닥,명사,‘분별’의 방언
분닥없다,형용사,‘분별없다’의 방언
분단,명사,사물을 여러 단계로 나눔. 또는 그 단계.
분단교수,품사 없음,한 학급을 여러 분단으로 나누어 가르치는 교수 형태.
