어휘,품사,뜻풀이
참새창애,명사,참새를 잡는 데에 쓰는 틀.
참새투리,명사,국화과의 여러해살이풀. 높이는 25~50cm이며 근생엽은 거꾸로 된 심장 모양이고 경엽은 달걀 모양이다. 5~7월에 노란색 꽃이 피고 열매는 수과(瘦果)이다. 줄기와 잎에 흰 즙이 있고 쓴맛이 나며 뿌리와 애순은 봄에 나물로 먹는다. 한국l 일본l 중국 등지에 분포한다. ⇒규범 표기는 ‘씀바귀’이다.
참새피,명사,볏과의 여러해살이풀. 높이는 50cm 정도이며l 7~9월에 엷은 황록색 꽃이 수상(穗狀) 화서로 피고 열매는 영과(穎果)를 맺는다. 한국의 중부 이남l 일본l 중국 등지에 분포한다.
참색,명사,얼굴에 나타나는 부끄러워하는 기색.
참샘초,명사,세종특별자치시에 있는 공립 초등학교. 2012년에 개교하였다.
참샘초등학교,품사 없음,세종특별자치시에 있는 공립 초등학교. 2012년에 개교하였다.
참샛과,명사,조강 참새목의 한 과. 대체로 부리가 짧고 뾰족하며 숲l 들l 인가 부근에 살면서 주로 식물질을 먹으나 번식기에는 곤충 같은 동물질도 먹으며 번식기 이외에는 대체로 무리 생활을 한다. 오스트레일리아를 제외한 전 세계에 1천여 종이 분포한다. 참새l 섬참새 따위가 있다.
참생이,명사,‘참새’의 방언<DR /> 제주 지역에서는 ‘?생이’로도 적는다.
참생활,명사,진실하고 올바른 생활.
참서,명사,여러 가지 상황을 고려하여 잘못을 용서함.
참서관,명사,대한 제국 때에l 여러 관청에 둔 주임 벼슬. 궁내부l 의정부l 중추원l 표훈원l 내부l 외부l 탁지부l 법부l 학부l 농상공부에 두었다.
참서대,명사,참서댓과의 바닷물고기. 몸은 30cm 정도의 혀 모양으로 머리가 크며l 몸의 왼쪽은 흰색l 오른쪽은 붉은 갈색이고 눈은 왼쪽에 있다. 한국l 일본l 중국 등지에 분포한다.
참서댓과,명사,조기강 복어목의 한 과. 참서대l 개서대l 물서대l 흑대기가 있다.
참서하다,동사,여러 가지 상황을 고려하여 잘못을 용서하다.
참석,명사,모임이나 회의 따위의 자리에 참여함.
참석객,명사,모임이나 회의에 참여한 사람.
참석자,명사,모임이나 회의 따위의 자리에 참여하는 사람.
참석하다,동사,모임이나 회의 따위의 자리에 참여하다.
참선,명사,고려ㆍ조선 시대에l 조운선의 수난(水難)을 막기 위하여 수로에서 앞장서서 인도하던 작은 배. 조운선을 도와 세곡(稅穀)을 운송하기도 하였다.
참선방,명사,참선하는 방.
참선하다,동사,선사(禪師)에게 나아가 선도를 배워 닦거나l 스스로 선법을 닦아 구하다.
참설,명사,참소(讒訴)의 말을 하기 위하여 놀리는 혀라는 뜻으로l ‘참언’을 달리 이르는 말.
참섭,명사,어떤 일에 끼어들어 간섭함.
참섭하다,동사,어떤 일에 끼어들어 간섭하다.
참성단,명사,인천광역시 강화군 강화도 마니산 서쪽 봉우리에 있는 단(壇). 돌을 쌓아 기단은 둥글고 상단은 네모지게 만들었으며 단군왕검이 하늘에 제사를 지낸 곳으로 알려져 있다. 사적 정식 명칭은 ‘강화 참성단’이다.
참세,명사,잘못을 깨닫고 고쳐서 마음을 깨끗이 함.
참세하다,동사,잘못을 깨닫고 고쳐서 마음을 깨끗이 하다.
참소,명사,남을 헐뜯어서 죄가 있는 것처럼 꾸며 윗사람에게 고하여 바침.
참소금쟁이,명사,소금쟁잇과의 곤충. 몸의 길이는 9mm 정도이며l 검은 갈색이다. 앞가슴등의 앞 가두리에 갈색 세로무늬가 있고 몸 아래쪽의 옆구리에는 금색l 배 쪽에는 은색의 털이 많다. 한국l 일본 등지에 분포한다.
참소께이,명사,‘관솔’의 방언
참소되다,동사,헐뜯어져 죄가 있는 것처럼 꾸며져 윗사람에게 고해져 바쳐지다.
참소리쟁이,명사,마디풀과의 여러해살이풀. 높이는 40~100cm 정도이며l 줄기와 잎은 어긋나고 달걀 모양의 긴 타원형으로 가장자리가 물결 모양이다. 5~7월에 연녹색 꽃이 줄기나 가지 끝에 총상(總狀) 화서로 피고 열매는 수과(瘦果)를 맺는다. 뿌리는 약재로l 줄기는 사료로 쓰고 어린잎은 식용한다. 한국l 일본l 사할린l 캄차카반도 등지에 분포한다.
참소수,명사,‘진소수’의 북한어.
참소왕이,명사,‘엉겅퀴’의 방언<DR /> 제주 지역에서는 ‘?소왕이’로도 적는다.
참소웽이,명사,‘엉겅퀴’의 방언<DR /> 제주 지역에서는 ‘?소웽이’로도 적는다.
참소질,명사,남을 헐뜯어서 죄가 있는 것처럼 꾸며 윗사람에게 고하여 바치는 짓.
참소하다,동사,남을 헐뜯어서 죄가 있는 것처럼 꾸며 윗사람에게 고하여 바치다.
참속,명사,속에 품고 있는 진짜 생각이나 마음.
참손잎풀,명사,‘참이질풀’의 북한어.
참솔나물,명사,‘털솔나물’의 북한어.
참송곳채찍벌레,명사,원생동물의 하나. 몸의 왼쪽 뒤뿔과 앞뿔이 길고 조금 구부러졌으며l 오른쪽 뒷발은 비교적 잘 발달되어 이빨 모양의 돌기와 같다. 아열대성으로 우리나라 동해에서 8~9월에 자란다.
참송어밥,명사,단각류(短脚類)의 하나. 배에 있는 마디 양옆의 뒤 모서리는 뒤로 늘어나 돌기를 만드는데 이 돌기의 끝은 뾰족하고 예리하다. 바다에서 부유 생활을 한다.
참송이,명사,농가에서 시설 재배 한 송이버섯. 자연산 송이버섯보다 영양이 높고 가격이 저렴하다.
참송이버섯,명사,농가에서 시설 재배 한 송이버섯. 자연산 송이버섯보다 영양이 높고 가격이 저렴하다.
참쇠고비,명사,면마과의 상록 여러해살이풀. 뿌리줄기는 짧고 굵으며l 잎은 달걀 모양의 겹잎이다. 잎자루는 뭉쳐나고 길며l 홀씨주머니무리는 잎 뒷면 온몸에 달린다. 경북l 제주l 전남 등지에 분포한다.
참수,명사,일을 하다가 쉬는 번수.
참수꾸,명사,‘참숯’의 방언
참수되다,동사,목이 베어지다.
참수리,명사,수릿과의 새. 큰 부리를 가지고 있는 매우 큰 수리를 이른다.
참수치명,품사 없음,목이 잘려 순교(殉敎)하는 일.
참수하다,동사,목을 베다.
참수형,명사,목을 베어 죽임. 또는 그런 형벌.
참숨은이끼,명사,날개이낏과에 속하는 이끼류. 길이는 5~10cm이며l 잎은 달걀 모양 또는 심장 모양으로 끝은 가시처럼 뾰족하다. 산간 지대의 젖은 바위 위에 자라는데 우리나라 북부에 분포한다.
참숭어,명사,숭엇과의 바닷물고기. 머리는 둥글고 비교적 눈이 작으며 눈가에 노란 테가 있다. 배쪽은 은백색l 비늘의 중앙에는 흑색 반점이 있는 것이 특징이다. 우리나라 서해에서 남해 중부에 걸쳐 분포한다.
참숯,명사,참나무 따위를 구워서 만든 숯.
참숯불,명사,참숯을 피운 불.
참쉐,명사,‘강철’의 방언<DR /> 제주 지역에서는 ‘?쉐’로도 적는다.
참스럽다,형용사,보기에 참된 데가 있다.
참스승,명사,제자를 올바르게 이끄는 스승.
참스승상,명사,참스승으로서 갖추어야 할 모습.
참승,명사,임금을 모시고 수레에 타던 일.
참승하다,동사,임금을 모시고 수레에 타다.
참시,명사,과거(科擧)의 시험관. 문신 수령 두 명을 임명하였다.
참시관,명사,과거(科擧)의 시험관. 문신 수령 두 명을 임명하였다.
참시하다,동사,죽은 뒤에 큰 죄가 드러난 사람을 극형에 처하다. 무덤을 파고 관을 꺼내어 시체를 베거나 목을 잘라 거리에 내걸었다.
참시호,명사,산형과의 여러해살이풀. 높이는 40~70cm이며l 잎은 어긋나고 근생엽은 버들잎 모양이고 경엽은 선 모양이다. 8~9월에 노란색 꽃이 복산형 화서로 줄기나 가지 끝에 피고 열매는 타원형이다. 뿌리는 약용한다. 산에서 자라는데 함북l 황해 등지에 분포한다.
참식나무,명사,녹나뭇과의 상록 활엽 교목. 높이는 10미터 정도이며l 잎은 어긋나고 두꺼운 타원형이다. 10~11월에 연한 노란색 꽃이 취산(聚?) 화서로 피고 열매는 장과(漿果)로 다음 해 가을에 붉게 익는다. 열매는 향수의 재료로 쓰인다. 산기슭에서 자라는데 한국 남부l 일본l 대만 등지에 분포한다.
참신,명사,‘미투리’의 방언
참신경학적가슴문증후군,품사 없음,매우 만성적으로 진행하는 축삭 소실 팔 신경얼기 병증. 시(C) 8 앞 가지 먼 쪽이나 팔 신경얼기 아래 줄기 몸쪽 부분이 흔적으로 남은 목갈비뼈와 첫째 갈비뼈 사이에 뻗은 선천적인 띠에 의해 압박을 받기 때문에 일어난다. 드문 장애로l 대개 젊거나 중년의 여성에게서 발견되고l 한쪽 손의 황폐와 쇠약이 나타나는데l 특히 가쪽의 엄지 두덩이 침범된다.
참신례,명사,제사를 지낼 때l 신주 앞에서 절을 하는 의례. 강신례 다음에 한다.
참신미,명사,새롭고 산뜻한 데서 나타나는 아름다움.
참신성,명사,새롭고 산뜻한 특성.
참신하다,동사,신주 앞에서 절을 하다. 제사를 지내는 절차의 하나로l 강신한 다음에 한다.
참실잠자리,명사,실잠자릿과의 곤충. 수컷의 배 둘째 마디 등 쪽은 푸르고 뒤쪽과 양옆에는 검은 무늬가 있으며 여덟째와 아홉째 마디는 푸르고 열째 마디는 검다. 우리나라 특산종이다.
참심,명사,국민 가운데에서 선출된 사람이 법관과 동등한 자격으로 재판에 참여하는 일. 우리나라에는 이 제도가 없다.
참심원,명사,참심제에서l 국민 가운데에서 선출되어 법관과 함께 재판의 합의체를 구성하는 사람.
참심제,명사,국민 가운데에서 선출된 사람이 법관과 함께 합의체를 구성하는 제도. 독일에서 발달한 제도로l 배심원이 법관과는 별도로 판정을 하는 영미(英美)의 배심제와는 다르다.
참심제도,품사 없음,일반 국민이 판사와 함께 합의체를 구성하여 형사 재판에 참여하는 제도.
참심하다,동사,국민 가운데에서 선출된 사람이 법관과 동등한 자격으로 재판에 참여하다. 우리나라에서는 시행하지 않는다.
참싸리,명사,콩과의 낙엽 활엽 관목. 높이는 2미터 정도이며l 싸리와 비슷하나 화서가 더 짧다. 7~8월에 붉은 자주색 꽃이 총상(總狀) 화서로 피고 열매는 타원형의 협과(莢果)로 10월에 익는다. 줄기는 세공재l 나무껍질은 섬유 원료로 쓴다. 산지(山地)에서 자라는데 한국l 일본l 만주l 중국 등지에 분포한다.
참싸리나무,명사,‘참싸리’의 북한어.
참쌀,명사,‘찹쌀’의 방언<DR /> 제주 지역에서는 ‘??’로도 적는다.
참쌀새,명사,볏과의 여러해살이풀. 쌀새와 비슷하나 털이 있으며l 5~6월에 꽃이 피는 것이 다르다. 평양과 강서 지방에 분포한다.
참쌔,명사,‘참새’의 방언
참써레채찍벌레,명사,원생동물의 하나. 몸의 윗부분이 원뿔형으로 점점 좁아져서 뿔로 되었으며l 뿔 두 개가 다 뒤로 향하여 세포축에 평행한데 앞뿔의 길이는 왼쪽 뒤뿔의 길이와 같거나 조금 더 길다. 온대와 아열대에 널리 분포한다.
참쑥,명사,국화과의 여러해살이풀. 높이는 20~50cm이며l 땅속줄기가 옆으로 뻗는다. 잎은 어긋나고 겉에는 긴 털과 흰 점이 있다. 8~9월에 두상화가 좁은 원추(圓錐) 화서로 피고 열매는 수과(瘦果)를 맺는다. 어린순은 식용하고 성숙한 것은 약용한다. 산과 들에서 자라는데 우리나라 각지에 분포한다.
참악,명사,참혹한 모습이나 상황에 대하여 놀람.
참악하다,동사,참혹한 모습이나 상황에 대하여 놀라다.
참알,명사,조선 시대에l 벼슬아치의 성적을 매길 때에 각 관아의 벼슬아치가 그 책임 벼슬아치를 만나 보던 일. 해마다 유월과 섣달에 실시하였다.
참알채,명사,조선 시대에l 옛 관습에 따라 새로 임명된 중하급 관리들이 상급 관아를 인사차 찾아가 소속 관원에게 바치던 돈이나 물품.
참알하다,동사,조선 시대에l 벼슬아치의 성적을 매길 때에 각 관아의 벼슬아치가 그 책임 벼슬아치를 만나 보다. 해마다 유월과 섣달에 실시하였다.
참암,명사,바위가 깎아지른 듯이 높고 험함. 또는 그 바위.
참암하다,형용사,바위가 깎아지른 듯이 높고 험하다.
참앞뒤지름,품사 없음,골반에서 엉치뼈곶과 두덩 결합의 위 모서리 사이의 거리.
참애,명사,‘참외’의 방언
참 애썼다 그것으로 되었다,품사 없음,정영욱이 지은 책. 2018년에 간행되었다.
참어,명사,앞일의 길흉화복에 대하여 예언하는 말.
참억새,명사,볏과의 여러해살이풀. 억새의 원종으로 높이는 1.5~2미터이며l 잎은 어긋나고 선 모양이다. 9월에 노란색을 띤 갈색 또는 자주색을 띤 갈색 꽃이 원추(圓錐) 화서로 핀다. 관상용이고 줄기와 잎은 지붕을 이는 데에 쓰고 뿌리는 약용한다. 산과 들에서 자라는데 한국l 일본l 중국 등지에 분포한다.
참언,명사,앞일의 길흉화복에 대하여 예언하는 말.
참언하다,동사,거짓으로 꾸며서 남을 헐뜯어 윗사람에게 고하여 바치다.
참에,명사,‘참외’의 방언
참여,명사,어떤 일에 끼어들어 관계함.
참여관리,품사 없음,어떤 조직의 운영에 있어서 구성원들이 직접 개입하는 조직 운영 방식.
참여관찰,품사 없음,관찰자가 조사 대상 집단에 참여하여 실제적인 행위를 관찰하는 방법.
참여관찰법,품사 없음,조사자가 연구하고자 하는 대상 집단의 구성원으로 참여하면서 자료를 수집하는 방법.
참여관찰자,품사 없음,연구자 본인이 연구 활동에 직간접적으로 참여하는 관찰자. 객관성은 떨어지나l 보다 자세한 정보와 내용을 알아낼 수 있는 이점이 있다.
참여관측,품사 없음,연구자가 어떤 집단의 구성원들과 긴밀한 관계를 맺고l 그 집단 속에서 발생하는 현상의 의미l 본질l 생성 경로 따위를 관측하는 일.
참여국,명사,참가하여 관계하는 나라.
참여 군중,품사 없음,어떤 일에 끼어들어 뜻을 같이하는 수많은 사람.
참여권,명사,어떤 일에 끼어들어 관계할 수 있는 권리.
참여극,명사,관객이 실제 무대에 배우로 등장하여 연기하는 연극.
참여금,명사,어떤 일에 끼어들어 관계하기 위하여 내는 돈.
참여기업,품사 없음,정부에서 추진하는 연구 개발 사업에 참여하여 연구 개발 사업비의 일부를 부담하고l 연구 개발 결과를 이용하는 경우 정부 출연금에 대한 기술료의 납부 의무가 있는 기업.
참여기회,품사 없음,근로자가 조직 구성원으로서 의사 결정에 참여하여 제안과 건의를 하거나 자신의 신상 문제를 이야기하는 의사소통의 기회. 고용 관계 특성 중의 하나이다.
참여대상범위,품사 없음,폐기물의 매립 시설과 소각 시설처럼 주변에 설치되기를 꺼리는 환경과 관련된 시설의 부지를 선정하는 일로 공청회를 계획할 때l 참석을 유도하여 설치하는 데 동의를 구할 대상의 범위. 지방 자치 단체의 공무원l 인근 주민과 토지 소유자l 언론인l 노동 단체l 각 전문 분야의 인력 등이 포함된다.
참여도,명사,어떤 일에 끼어들어 관계하는 정도.
참여동기,품사 없음,공적이거나 사회적인 일에 관계하여 도움이 되는 일을 하고자 하는 계기.
참여량,명사,어떤 일에 끼어들어 관계하는 양.
참여로,명사,백합과의 여러해살이풀. 높이는 1.5미터 정도이며l 박새와 비슷하나 여로의 꽃이 달린 것이 다르다. 8~9월에 검은 자주색 꽃이 원추(圓錐) 화서로 피고 열매는 삭과(?果)를 맺는다. 뿌리와 줄기는 약용한다. 산의 숲속에서 자라는데 제주도와 중부 이북에 분포한다.
참여문학,품사 없음,주제를 기준으로 분류한 문학의 한 갈래. 대개 정치적ㆍ이데올로기적 성격을 띠며l 사회 개혁에 기여한다는 목적의식을 가지고 있다.
참여문학론,품사 없음,문학이 사회 개혁에 기여한다는 목적의식을 가진 문학관.
참여문화,품사 없음,사람들이 어떤 일에 적극적으로 참여하는 문화.
참여미술,품사 없음,관중들이 참여하여 함께 작품을 만들도록 하는 경향의 미술. 시각성을 강조한 옵아트l 관객의 움직임을 이용하는 키네틱 아트 따위가 있다.
참여민주주의,품사 없음,국가 정치에 대하여 국민이 스스로 권력을 행사하고 참여하는 형태의 정치 제도. 또는 그런 정치를 지향하는 사상.
참여민주주의자,품사 없음,참여 민주주의를 따르거나 주장하는 사람.
참여비,명사,어떤 일에 끼어들어 관계하기 위해 내는 비용.
참여상,명사,어떤 행사나 일에 참여한 작품이나 사람l 단체 따위에 주는 상.
참여성,명사,어떤 일에 끼어들어 관계하는 성질.
참여소설,품사 없음,문학 작품이 사회 변화나 개혁에 적극적으로 동참해야 한다는 생각을 바탕으로 하는 소설. 사회 비판적이며 실천적인 성격을 띤다. 우리나라에서는 1960년대 말경부터 시작되어 1970년대를 풍미한 순수ㆍ참여 논쟁으로 참여 문학이라는 말이 유행하게 됐다.
참여수,명사,어떤 일에 끼어들어 관계하는 수.
참여스포츠,품사 없음,실제로 몸을 사용하여 행하는 신체적 활동이나 스포츠.
참여시,명사,정치ㆍ사회의 문제에 관심을 가지고 비판적인 의식으로 그 변혁을 촉구하는 내용을 담은 시.
참여액,명사,어떤 일에 관계되거나 투자된 돈의 액수.
참여예산제,품사 없음,국가나 단체의 예산 계획을 관련 단체 및 주민들이 참여하여 수립하는 제도.
참여예술인,품사 없음,사회 활동의 일환으로l 사회 상황을 반영하여 표현하는 예술을 하는 사람.
참여율,명사,어떤 일에 끼어들어 관계하는 비율.
참여의식,품사 없음,일이나 단체 따위에 참여해야 한다는 의식.
참여의역설,품사 없음,바람직한 민주주의를 위해서는 시민의 참여가 필요하지만l 지나친 참여는 법과 법체계의 불안정l 정치 불안정 따위의 정치적 위기를 초래할 수 있음을 이르는 말.
참여자,명사,어떤 일에 끼어들어 관계하는 사람.
참여자별,명사,참여자에 따라서 나눈 구별.
참여자수,명사,어떤 일에 끼어들어 관계하는 사람의 수.
참여자접근가능성정보,품사 없음,자원에 접근하는 데 필요한 참여자의 정보.
참여자행동촉구모의실험,품사 없음,특정 행동을 취하라는 내용이 담긴 문서가 참가자들에게 제공되는 형태의 모의실험. 예를 들면l 이전의 메모에 있는 참여자들의 행동 결과와 그에 관련되어 일어난 일들에 대해 기술하고 있는 일련의 메모에 따라 국제 위기를 전개하는 모의실험이 있다.
참여작,명사,대회나 행사 따위에 참여하기 위하여 내는 작품.
참여장벽,품사 없음,특정 산업에 참여할 의욕을 가지고 있는 기업과의 경쟁을 방어하거나 억제하는 요소.
참여적,관·명,어떤 일에 끼어들어 관계하는. 또는 그런 것.
참여적관료제,품사 없음,위계질서의 압력을 줄여 중간 관리층 이하의 공무원들이 정책 형성에 참여할 수 있는 기회를 확대하고l 그들이 대내외적으로 자신들의 견해를 표현할 수 있는 기회를 넓혀 주는 관료제.
참여적노사관계,품사 없음,참여 민주주의의 원리를 적용한 노사 관계. 소유적 측면에서는 종업원 지주제의 확대를 통하여 노동자의 소유 참가를 이끌어 내고l 경영 및 관리 측면에서는 조직의 의사 결정을 분권화하고 의사 결정 과정에 노동자를 참여시킨다.
참여적리더십,품사 없음,조직 구성원을 업무 관리와 의사 결정에 참여시키는 유형의 리더십.
참여적청자성,품사 없음,청자가 선행 화자가 발화한 것의 일부 혹은 전체를 반복하여 대화에 참여하는 것.
참여정부,품사 없음,국정 운영에서 국민의 참여가 핵심 역할을 하는 정부.
참여제도,품사 없음,대자본가나 자본가 집단이 대규모 사회적 자본을 장악하여 통제하는 일. 소수의 자본가들이 큰 주식회사의 주식을 대부분 확보하고 그 회사의 자본을 이용하여 다른 주식회사의 주식을 대량으로 확보하는 방법으로 이루어진다.
참여제약,품사 없음,비대칭 정보가 있는 상황에서 계약할 때 주인은 대리인이 계약에 참여할 수 있도록 최소한의 효용 수준을 보장해야 하는 제약.
참여중개,품사 없음,거래 당사자 사이에서l 계약을 맺을 수 있도록 소개하여 거래가 성립해야만 임무가 끝나는 중개.
참여증권,품사 없음,금융 감독원에 등록하지 않은 외국인 투자자들이 인도 증권 시장에 투자하기 위하여 발급받는 일종의 허가서.
참여증서,품사 없음,부동산의 담보가 되는 모저당을 여러 사람이 공동 소유 하게 되는 저당 담보 증권의 또 다른 형태.
참여증인,품사 없음,판결 절차의 증인과 달리 뒷날의 증거로 삼으려고 참여시키는 증인.
참여층,명사,어떤 일에 끼어들어 관계하는 계층.
참여캡티브,품사 없음,<FL>캡티브</FL>가 다른 회사에 자신들의 <FL>캡티브</FL> 시설을 임대하는 경우를 이르는 말. ⇒규범 표기는 미확정이다.
참여파,명사,어떤 일에 참여하는 사람들의 집단.
참여하다,동사,어떤 일에 끼어들어 관계하다.
참여행정,품사 없음,정보의 획득l 합리적 결정l 원활한 집행 등 전반적인 행정 과정에 주민의 참여를 적극적으로 도모하는 행정.
참여형,명사,어떤 일에 끼어들어 관계할 수 있는 유형.
참역,명사,도자기를 만들 때에l 빚어낸 것을 마르기 전에 잘 가다듬는 사람.
참역하다,동사,분수를 모르고 윗사람을 가볍게 보고 거역하다.
참연,품사 없음,‘참연하다’의 어근.
참연하다,형용사,한층 높이 뛰어나 우뚝하다.
참연히,부사,한층 높이 뛰어나 우뚝하게.
참열매,명사,씨방과 종자만으로 구성되는 과실. 대부분의 과실이 이에 속한다.
참염지애,명사,목이 베이고 허리가 잘린 듯한 슬픔이라는 뜻으로l 삼년상 따위 상중(喪中)의 슬픔을 이르는 말.
참예,명사,신이나 부처에게 나아가 뵘.
참예인,명사,신이나 부처에게 나아가 뵈는 사람.
참예하다,동사,신이나 부처에게 나아가 뵈다.
참오글잎버들,명사,버드나뭇과의 낙엽 활엽 소교목. 높이는 2~5미터이며l 잎은 좁은 피침 모양이다. 4월에 암수딴그루인 꽃이 미상(尾狀) 화서로 피고 열매는 둥근 모양의 삭과(?果)로 5월에 익는다. 정원수이고 개울가에서 자라는데 한국의 강원ㆍ경북ㆍ평안ㆍ황해l 만주l 남시베리아 등지에 분포한다.
참오동,명사,현삼과 오동나무속의 오동나무l 참오동나무 따위를 벽오동과에 상대하여 이르는 말.
참오동나무,명사,현삼과의 낙엽 활엽 교목. 높이는 10~15미터이며l 잎은 넓은 피침 모양인데 뒷면에 흰 잔털이 많다. 5월에 흰색 또는 자주색 꽃이 원추(圓錐) 화서로 가지 끝에 피고 열매는 둥근 삭과(?果)로 10월에 익는다. 정원수이고 재목은 옷장l 나막신l 상자l 악기 따위의 재료로 쓰인다. 촌락 부근의 비옥한 땅에서 자라는데 한국의 황해도 이남과 울릉도l 일본l 중국l 대만 등지에 분포한다.
참오이,명사,‘참외’의 방언
참오징어,명사,오징엇과의 연체동물. 몸의 길이는 17cm 정도이며l 등 쪽은 어두운 갈색이고 배 쪽은 흰색인데 수컷은 등 쪽에 물결무늬가 있다. 몸통 양쪽 가장자리에 지느러미가 있다. 한국l 일본l 오스트레일리아 등지에 분포한다.
참옥매화,명사,장미과의 관목. 높이는 2미터 정도이며 봄에 잎보다 먼저 흰색이나 연분홍색의 작은 다섯 잎 꽃이 가지마다 핀다. 전국의 산과 들에 자라며 약초로 심거나 정원수로 재배한다.
참옷,명사,‘창옷’의 방언
참옻,명사,참옻나무에서 나는 하얀색의 진. 물건에 칠하는 원료나 약재로 쓰인다.
참옻나무,명사,옻나뭇과의 낙엽 활엽 교목. 높이는 20미터이고l 직경은 90센티미터에 이른다. 항암 효과에 좋은 우루시올과 플라보노이드 성분이 다량 함유되어 있어 주로 약용한다. 중앙아시아 고원 지대인 티베트 및 히말라야 지방이 원산지이다.
참옻 순,품사 없음,참옻나무 가지에서 새로 돋아 나온 연한 싹. 날것으로 먹기도 하지만 주로 살짝 데쳐서 나물로 먹는다. 고소하고 건강에 좋은 것으로 알려져 있다.
참왕퉁이,명사,왕퉁잇과의 곤충. 몸빛은 검은 갈색이고 누런 갈색 무늬가 있으며l 날개는 갈색인데 앞 가장자리가 더 진하다. 생과일 또는 꽃에 모여드는데 쏘이면 통증이 매우 심하다.
참외,명사,박과의 덩굴성 한해살이 재배 식물. 줄기가 땅 위로 뻗으며 잎과 덩굴손이 어긋나게 나오는데 잎은 심장 모양이고 가에 톱니 모양을 한다. 6~7월에 노란 꽃이 잎겨드랑이에서 피는데 암l 수꽃이 따로 나온다. 노란색l 노란색을 띤 녹색l 흰색l 녹색의 달고 향기로운 액과(液果)를 맺는데 식용한다. 중앙아시아가 원산지로 알려져 있다.
참외값,명사,참외의 가격. ⇒규범 표기는 ‘참욋값’이다.
참외관,명사,조선 시대에 둔l 칠품 이하의 벼슬. 조회(朝會)에 참여할 수 없으며l 하급 관리를 이른다.
참외꼭지,명사,참외의 열매꼭지를 도려내어 햇볕에 말린 초재(草材). 이담제l 토제(吐劑) 따위로 쓰이며l 극약이다.
참외꽃,명사,참외 덩굴의 꽃.
참외도 까마귀 파먹은 것이 다르다,품사 없음,까마귀가 잘 익은 참외만 골라서 파먹는다는 뜻으로l 남이 좋다고 욕심을 내는 것은 역시 좋은 것이 틀림없음을 비유적으로 이르는 말.
참외도사,명사,조선 시대에l 의금부에 속하던 종팔품 벼슬.
참외랑,명사,조선 시대에 둔l 칠품 이하의 벼슬. 조회(朝會)에 참여할 수 없으며l 하급 관리를 이른다.
참외를 버리고 호박을 먹는다,품사 없음,알뜰한 아내를 버리고 둔하고 못생긴 첩을 취함을 비유적으로 이르는 말.
참외막,명사,참외를 심은 밭을 지키기 위하여 밭머리에 지은 막
참외무겸,명사,조선 시대에l 선전관청의 무관으로 선전관을 겸하면서 정칠품 이하의 품계를 가졌던 사람.
참외밭,명사,참외를 심은 밭.
참외밭에 든 녀석,품사 없음,몰래 남의 참외 밭에 들어 익은 참외를 따겠다고 이리 뛰고 저리 뛰는 녀석이라는 뜻으로l 몹시 날뛰고 덤비는 사람을 비유적으로 이르는 말.
참외밭에 들어선 장님,품사 없음,필요한 것을 앞에 놓고도 무엇이 무엇인지를 가리지 못하는 사람을 비유적으로 이르는 말.
참외 배꼽,품사 없음,볼록 튀어나와 그 모양이 배꼽참외와 같이 생긴 배꼽.
참외봉텡이,명사,작고 못생긴 참외
참외씨,명사,참외의 씨.
참외오이,명사,박과의 한해살이 덩굴풀. 오이와 비슷하나 열매가 통통하고 껍질이 누르스름하다.
참외우릉성이,명사,우렁쉥잇과의 하나. 몸의 길이는 2~3cm이고 타원형이다. 비교적 따뜻한 바다의 20~30미터 되는 밑바닥에 많이 있다. 주로 섭조개에 붙어서 조개l 성게l 불가사리의 먹이가 된다. ⇒규범 표기는 ‘참외우렁쉥이’이다.
참외원,명사,조선 시대에 둔l 칠품 이하의 벼슬. 조회(朝會)에 참여할 수 없으며l 하급 관리를 이른다.
참외인원,명사,‘참하’의 북한어.
참외장아찌,명사,참외로 만든 장아찌. 참외를 썰어서 간장을 치고 고명을 두른다.
참외주스,명사,참외에서 짜낸 즙으로 만든 주스.
참외지짐이,명사,참외로 만든 지짐이. 덜 익은 참외를 굵게 저며 쇠고기l 파l 기름l 깨소금l 고추장 따위를 섞은 다음에 주물러서 번철이나 프라이팬 따위에 지진다.
참요,명사,시대적 상황이나 정치적 징후 따위를 암시하는 민요. 신라의 멸망과 고려의 건국을 암시한 <계림요>l 조선의 건국을 암시한 <목자요(木子謠)>l 미나리와 장다리로 인현 왕후와 장 희빈을 관련지어 노래한 <미나리요> 따위가 여기에 속한다.
참욕,명사,굶주려서 먹을 것을 지나치게 탐하는 마음.
참용,명사,분수에 넘치게 씀.
참용액,명사,용질이 콜로이드 상태가 아니고 분자나 이온의 상태로 균일하게 섞여 있는 용액.
참용하다,동사,분수에 넘치게 쓰다.
참우,명사,‘참외’의 방언
참우드풀,명사,면마과의 여러해살이풀. 뿌리줄기는 짧고 비늘이 있으며l 잎은 뭉쳐난다. 검은 갈색의 홀씨주머니무리는 잎 가장자리에 달린다. 한국l 일본l 중국 등지에 분포한다.
참우렁이,명사,우렁잇과의 연체동물. 껍데기는 직경 3cml 높이 4cm 정도의 원뿔형으로 표면은 매끈매끈하고 어두운 녹색을 띤다. 난태생으로 논이나 못에 사는데l 땅속에서 겨울을 난다. 한국l 일본 등지에 분포한다.
참우막,명사,참외밭을 지키기 위하여 밭머리에 지은 막
