어휘,품사,뜻풀이
흑로회,명사,1923년 일제 시기에l 이강하(李康夏) 등이 중심이 되어 서울에서 조직된 국내 최초의 무정부주의 운동 단체. 서울 천도교 강당에서 강연회를 개최하고 무정부주의를 선전했지만 경찰의 습격으로 중단되었다.
흑룡,명사,검은 빛깔의 용.
흑룡강,명사,러시아와 중국의 국경 부근을 흐르는 강. 몽골 북부의 오논강에서 나와 동쪽으로 흘러 타타르 해협으로 들어간다. 길이는 4l352km.
흑룡강성,명사,흑룡강을 사이로 러시아와 접하여 있는 중국 동북부의 성. 금ㆍ석탄 따위의 광물과 콩ㆍ조 따위의 농산물이 난다. 성도(省都)는 하얼빈l 면적은 46만 3600㎢.
흑룡기우제,품사 없음,북방 토룡단에서 북쪽을 맡은 흑룡에게 비를 빌던 제사.
흑룡마케팅,품사 없음,2012년 흑룡의 해를 맞이하여 흑룡 무늬나 검은색이 포함된 제품이나 광고를 활용한 마케팅 전략.
흑룡회,명사,1901년 2월에 <FL>우치다 료헤이</FL>(?田良平) 등이 일본 도쿄에서 조직한 일본 우익 단체. 한국 병탄에 앞장섰고l 대동아 공영권과 대륙 침략을 주장하였으며l 기관지 ≪흑룡≫을 간행하였다. 1946년에 미국에 의하여 공식적으로 해산되었다.
흑리,명사,가물칫과의 민물고기. 몸의 길이는 60cm 정도이며l 등 쪽은 어두운 갈색l 배는 잿빛 흰색이다. 옆구리에 검은 갈색의 얼룩무늬가 있으며 입은 크고 눈은 작다. 식용하거나 산모(産母)의 보혈 약 따위로 쓴다. 한국l 일본l 아시아 동남부에 널리 분포한다.
흑리병,명사,비육기의 육성 돼지에게 발생하는 질병. 혈액이나 점액이 포함되어 있는 설사를 한다.
흑린,명사,황린(黃燐)을 1만 2000기압에서 200℃로 가열하여 만드는 인의 동소체. 금속광택을 띠고 냄새가 없으며l 전기나 열 따위의 전도 물질로 쓴다.
흑림,명사,독일 바덴뷔르템베르크주에 있는 산림 지대. 독일가문비나무l 전나무 따위가 울창하게 들어서 있다.
흑립,명사,옻칠을 한 갓. 어두운 흑갈색이다.
흑립전,명사,예전에l 옻칠을 한 검은 갓을 팔던 가게.
흑마,명사,털빛이 검은 말.
흑마구,명사,야구에서l 느리지만 타자가 도저히 치기 어려울 정도로 공끝의 움직임이 심한 변화구.
흑마늘,명사,발효하여 만든 검은색의 마늘.
흑마술,명사,악령을 소환하거나 남을 저주하는 따위의 비윤리적인 주술 행위.
흑마포,명사,검은 빛깔의 마포.
흑막,명사,검은 장막(帳幕).
흑막정치,품사 없음,정치 무대의 뒤에서 소수의 사람이 조종하는 정치.
흑만두,명사,검정콩을 갈아 넣은 만두피로 빚은l 흑색의 만두.
흑맥,명사,볏과의 한해살이풀 또는 두해살이풀. 높이는 1~2미터이며l 잎은 밀보다 작고 짙은 녹색이다. 5~6월에 원기둥 모양의 꽃이삭이 달리고 열매는 영과(穎果)로 7월에 녹색을 띤 갈색으로 익는다. 열매의 가루는 식용l 양조용l 사료용으로 쓰이고 줄기는 모자의 재료로 쓰인다. 유럽 각지와 시베리아l 미국l 아르헨티나l 아시아 등지에 널리 분포한다.
흑맥주,명사,맥주의 하나. 볶아서 검게 만든 맥아(麥芽)나 캐러멜 색소를 사용하여 만들기 때문에 암갈색을 띤다.
흑메뚜기,명사,‘콩중이’의 방언
흑면토,명사,현무암의 풍화로 형성된 데칸고원의 흑색 토양. 다공질이어서 수분을 많이 보유하고 있으며 매우 기름져 면화 재배에 적합하다.
흑면포,명사,호밀 가루로 만든 검은 빛깔의 빵. 단백질과 지방이 풍부하다.
흑명나방,명사,명나방과의 곤충. 몸의 길이는 1cml 편 날개의 길이는 1.7cm 정도이며l 누런 갈색이고 날개의 가장자리는 어두운 갈색이다. 앞날개에 두 줄l 뒷날개에 한 줄의 검은 줄무늬가 있다. 애벌레는 1.6cm 정도이고 원통 모양이며 등에 아홉 개의 검은 무늬가 있는데 벼의 잎을 말아 그 안에 살면서 잎을 갉아 먹는다. 한국l 일본l 중국l 인도l 오스트레일리아 등지에 분포한다.
흑모란,명사,짙은 자줏빛의 모란꽃.
흑모래털,명사,털줄기에 검은색의 딱딱하고 거친 진균의 결절이 생기는 모발 질환.
흑모설,명사,혓바닥의 사상 유두가 털 모양으로 돌출하여 혀의 표면이 갈색이나 흑색으로 변하는 증상. 항생 물질이나 부신 피질 호르몬제를 사용하는 환자에게서 자주 나타나며l 만성 위장 장애나 당뇨병일 때에도 나타난다.
흑모화우,명사,일본이 원산지인 육우 품종의 하나. 고기의 맛이 좋아 전 세계적으로 고가에 거래되고 있다.
흑묘백묘론,명사,1970년대 말 중국의 개혁과 개방을 주장하던 덩샤오핑이 펼친 경제 정책. 검은 고양이든 흰 고양이든 고양이는 쥐만 잘 잡으면 되듯이l 자본주의든 공산주의든 상관없이 중국 인민을 잘살게 하면 그것이 제일이라는 정책이다.
흑무디기,명사,‘흙무더기’의 방언
흑문지,명사,‘흙먼지’의 방언
흑물탕,명사,‘흙탕물’의 방언
흑뭉티기,명사,‘흙뭉치’의 방언
흑미,명사,겉이 검은 쌀의 한 종류. 겉은 검고 속은 희다.
흑미밥,명사,흑미로 지은 밥.
흑미벼,명사,흑미가 나는 벼 품종의 하나.
흑미사,명사,‘장례 미사’를 달리 이르는 말. 사제가 검은색 제의를 입은 데서 유래한다.
흑미송편,명사,멥쌀가루에 흑미 가루를 넣고 반죽한 다음 콩l 깨 따위로 소를 넣어 반달이나 모시조개 모양으로 빚은 송편.
흑미주,명사,흑미와 누룩으로 빚은 술. 포도주 빛깔로 포도 향이 나고 단맛보다는 신맛이 많이 난다.
흑바니시,명사,바니시 도료 종류의 하나. 역청질을 주요 도막 형성 요소로 해서 만든 바니시이다.
흑바둑,명사,가마에 그릇을 잴 때 그릇을 바르게 놓기 위해 받치는l 구워 만든 흙덩이
흑바람벽,명사,‘흙벽’의 방언
흑박닥,명사,‘흙바닥’의 방언
흑박주가리,명사,박주가릿과의 덩굴성 여러해살이풀. 줄기는 덩굴지고 잎은 긴 타원형이거나 달걀 모양이다. 7~8월에 검은 자주색 꽃이 취산(聚?) 화서로 잎겨드랑이에 피고 열매는 골돌과(??果)로 8~9월에 익는다. 한국의 강원ㆍ경기ㆍ전남ㆍ제주l 일본 등지에 분포한다.
흑반,명사,검은 빛깔의 얼룩점.
흑반병,명사,사과ㆍ오이ㆍ고구마 따위의 어린잎l 줄기 또는 열매에 엷은 흑색의 얼룩무늬가 생기는 병. 성장을 방해하며l 심하면 썩거나 잎이 진다.
흑발,명사,검은 빛깔의 머리털.
흑밥,명사,‘소꿉질’의 방언
흑밥장난,명사,‘소꿉장난’의 방언
흑배람빡,명사,‘흙벽’의 방언
흑배랑빡,명사,‘흙벽’의 방언
흑배랑뻭,명사,‘흙벽’의 방언
흑배룸빡,명사,‘흙벽’의 방언
흑백,명사,검은색과 흰색을 아울러 이르는 말.
흑백네거티브필름,품사 없음,흑백 사진의 인화를 위한 원판 음화를 만드는 일반 촬영용 필름.
흑백논리,품사 없음,모든 문제를 흑과 백l 선과 악l 득과 실의 양극단으로만 구분하고 중립적인 것을 인정하지 아니하려는 편중된 사고방식이나 논리.
흑백레이저프린터,품사 없음,레이저와 토너를 사용하여 종이에 흑백으로 인쇄하는 프린터.
흑백만화,품사 없음,흑백으로 출판한 만화.
흑백모니터,품사 없음,화면에 찍힌 사물의 색이 검은색의 짙음과 옅음으로만 나타나는 디스플레이 장치.
흑백 분리주의,품사 없음,백인이 흑인을 정치적ㆍ경제적ㆍ사회적으로 분리하여 차별하는 태도.
흑백불분,명사,검은 것과 흰 것을 구별하지 못함.
흑백사진,품사 없음,실물의 형상을 검은 빛깔의 짙고 옅음으로 나타내는 사진.
흑백상감,품사 없음,금속이나 도자기l 목재 따위의 표면에 여러 가지 무늬를 새겨서 그 속에 백토와 흑토를 함께 메워 넣는 공예 기법.
흑백색영화,명사,‘흑백 영화’의 북한어.
흑백색필림,명사,‘흑백 네거티브 필름’의 북한어.
흑백수상관,품사 없음,휘도만으로 형광면에 화상을 재생하도록 설계한 수상관.
흑백신호,품사 없음,흑색에서 백색에 이르는 단계적 밝기로 구성된 영상 신호.
흑백영화,품사 없음,화면에 비치는 영상이 검은색의 짙고 옅음으로 나타나는 영화.
흑백이,명사,눈동자가 한쪽으로 쏠려 흰자위가 많이 드러난 눈.
흑백인쇄,품사 없음,그림l 글l 도면l 사진 따위를 검은 빛깔의 짙고 옅음으로 인쇄함. 또는 그런 인쇄.
흑백조,명사,오릿과의 새. 몸의 길이는 1.2미터l 편 날개의 길이는 40cm 정도이며l 온몸이 검은색이다. 날개에 흰 부분이 있으며 부리는 붉은색인데 끝에 흰 얼룩점이 있다. 유럽에서는 집에서 기르기도 한다. 오스트레일리아ㆍ태즈메이니아가 원산지로l 유럽ㆍ미국ㆍ일본ㆍ뉴질랜드 등지에 분포한다.
흑백쥐치,명사,쥐칫과의 바닷물고기. 몸은 타원형이고 옆으로 평평하며l 몸빛은 자갈색이고 온몸에 검고 흰 얼룩점이 흩어져 있다. 한국 남부l 일본l 하와이 등지에 분포한다.
흑백텔레비전,명사,화면에 찍힌 사물의 색깔이 검은색의 짙고 옅음으로 나타나는 텔레비전 수상기. 또는 그런 방송 방식.
흑백 톤,품사 없음,검은색과 흰색으로 이루어진 색조.
흑백티브이,명사,화면에 찍힌 사물의 색깔이 검은색의 짙고 옅음으로 나타나는 텔레비전 수상기. 또는 그런 방송 방식.
흑백판화,품사 없음,흰 종이에 검은색으로 찍은 판화. 흑백 대조를 기본 표현 수단으로 한다.
흑백 폰,품사 없음,액정 화면에서 사물의 형상을 검은 빛깔의 짙고 옅음으로 나타내는 휴대 전화.
흑백프린터,품사 없음,컴퓨터의 출력 결과를 무채색으로만 인쇄하는 주변 장치.
흑백필름,품사 없음,사물을 찍어서 검은색의 짙고 옅음으로 사진을 만들 수 있는 필름.
흑백함 투표,품사 없음,어떤 안건에 대한 가부를 결정할 때에 찬성과 반대의 투표용지를 각각 다른 투표함에 넣어서 의사를 표시하는 투표 방법.
흑백화,명사,흑백으로 채색하여 그린 그림.
흑번,명사,바둑에서l ‘선번’을 달리 이르는 말. 흑지를 가진다는 뜻이다.
흑법,명사,부처의 정도(正道)를 백법(白法)이라 하는 것에 상대하여l 외도(外道)의 사법(邪法)을 이르는 말.
흑벙에두드리는소리,명사,제주 민요의 하나. 곰방메로 흙을 바수면서 부르는 노래
흑벡,명사,‘흙벽’의 방언
흑벡짝,명사,‘흙벽’의 방언
흑변,명사,진한 색의 타르(tar) 같은 대변. 위장 출혈이 있을 때 주로 관찰되는데l 장(腸)에서 피가 소화되어 변형되기 때문에 나타난다.
흑변두,명사,변두의 자줏빛 꽃에서 나는 열매. 식용한다.
흑변육,명사,티로신이나 그 유사 물질이 산화되어 흑색을 띠는 고기. 통조림의 경우에는 황화물 때문에 흑색이 나타난다.
흑변층,명사,지각의 맨 윗부분의 흙이 검게 변한 층.
흑보기,명사,눈동자가 한쪽으로 쏠려l 정면으로 보지 못하고 언제나 흘겨보는 사람.
흑볼트,명사,축과 머리 모두 마무리하지 않은 압연 흑피 그대로의 볼트.
흑부,명사,계루부ㆍ소노부와 함께 연맹체 시대 고구려의 큰 세력. 대대로 왕비가 나와 거의 왕족(王族)의 대우를 받았다.
흑비둘기,명사,비둘깃과의 새. 몸의 길이는 38cm 정도이며l 검은색에 자주색 또는 초록색 광택이 난다. 부리는 어두운 초록색l 다리는 붉은색이다. 한국l 중국l 대만l 필리핀 등지에 분포한다. 우리나라 천연기념물이다.
흑비둘기사격,명사,‘클레이 사격 경기’의 북한어.
흑비둘기사격경기,명사,‘클레이 사격 경기’의 북한어.
흑빅,명사,‘흙벽’의 방언
흑빵,명사,호밀 가루로 만든 검은 빛깔의 빵. 단백질과 지방이 풍부하다.
흑사,명사,자철석l 주석석l 휘석l 각섬석 따위와 함께 타이타늄l 크로뮴 따위의 무거운 광물 입자로 이루어진 검은색을 띤 모래. 주로 파도l 조류 따위의 작용에 의하여 해안가에 형성된다.
흑사당,명사,볏과에 속한 사탕수수 줄기에서 즙을 짜내어 건조시켜 얻은 조결정. 자당을 80% 이상 함유한다.
흑사띠,명사,예전에l 당하관이 띠던l 검은 실로 짠 띠.
흑사리,명사,남의 일에 훼방을 잘 놓는 사람을 낮잡아 이르는 말. ⇒규범 표기는 ‘흑싸리’이다.
흑사모,명사,털줄기에 검은색의 딱딱하고 거친 진균의 결절이 생기는 모발 질환.
흑사병,명사,페스트균이 일으키는 급성 전염병. 오한l 고열l 두통에 이어 권태l 현기증이 일어나며 의식이 흐려지게 되어 죽는다. 폐페스트의 경우에는 피부가 흑자색으로 변한다.
흑사자수,품사 없음,검정 실만 사용하거나 검정 실을 중심으로 다른 색실 또는 금은사를 사용하여 놓는 자수.
흑사장,명사,강가나 바닷가의 검은 모래가 깔려 있는 곳.
흑사탕,명사,정제(精製)하지 아니한 검은 빛깔의 사탕가루.
흑사피화,명사,검은색 담비의 모피로 만든 목이 긴 가죽신.
흑산가시나무,명사,장미과의 낙엽 활엽 관목. 높이는 2미터 정도이며l 잎은 우상 복엽인데 작은 잎은 거꾸로 된 타원형이고 톱니가 있다. 5월에 향기가 강한 흰 꽃이 가지 끝에 산방(?房) 화서로 피고 열매는 둥근 모양의 이과(梨果)로 9~10월에 익는다. 어린싹은 식용하고 열매는 약용한다. 산기슭에서 자라는데l 전남 흑산도와 황해도의 장산곶에 분포한다.
흑산군,명사,중국 후한 말기에l 지금의 허베이 지역에서 일어난 농민 반란군. 장연(張燕)을 수장으로 하였다.
흑산군도,품사 없음,전라남도 신안군 서쪽에 있는 섬의 무리. 대흑산도l 매화도l 소흑산도 따위로 이루어져 있으며l 규사(硅沙)가 세계적으로 유명하다.
흑산도,명사,전라남도 신안군 흑산면에 속하는 섬. 조기ㆍ삼치ㆍ갈치ㆍ도미 따위가 많으며l 규사(硅沙)가 유명하다. 면적은 16.34㎢.
흑산면,명사,전라남도 신안군에 있는 면. 신안군의 남서부에 위치해 있으며l 흑산도l 홍도l 영산도 등으로 이루어진 도서면이다. 어업과 관광업이 발달하였으며l 특산물로 멸치액젓l 홍어l 우럭 등이 있다. 문화재로 ‘신안 흑산도 상라산성’l ‘신안 소흑산도 등대’ 등이 있고l 천연기념물로 ‘흑산도 진리의 초령목’이 있다.
